_empty_0,No,Reksadana,ISIN Code,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,106,BAHANA CENTRUM PROTECTED FUND 207 (RESTRUKTURISASI),IDN000445301,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"719,6221","0,00%","0,00%","0,00%","0,01%","0,31%","0,31%","-2,64%","-28,37%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.840.403.417,48","28.962.240,04",22-Des-2020,Jun-2026,,,,,,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459568,2
,107,BAHANA CENTRUM PROTECTED FUND 221,IDN000469400,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.031,7800","0,01%","0,08%","0,07%","0,37%","1,10%","0,49%","0,95%","0,66%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"834.636.811.819,24","812.500.000,00",29-Sep-2021,Jun-2026,,,,,,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459586,2
,108,BAHANA CENTRUM PROTECTED FUND 222,IDN000460102,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.022,3227","0,01%","0,09%","0,07%","0,38%","-0,95%","0,13%","0,59%","0,28%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.017.690.585.953,14","1.000.000.000,00",23-Nov-2021,Jun-2026,,,,,,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459593,2
,109,BAHANA CENTRUM PROTECTED FUND 227,IDN000504008,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.019,4100","0,01%","0,10%","0,08%","0,43%","-1,28%","-0,02%","0,53%","0,01%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.115.548.635.541,49","1.100.000.745,54",31-Jul-2023,Jun-2026,,,,,,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459600,2
,110,BAHANA CENTRUM PROTECTED FUND 232,IDN000503000,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.013,3300","0,02%","0,10%","0,09%","-2,04%","-1,19%","0,07%","-1,89%","-0,04%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.260.981.227.083,06","1.220.000.452,97",23-Mei-2023,Jun-2026,,,,,,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459608,2
,111,BAHANA CENTRUM PROTECTED FUND 233,IDN000500402,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.012,7500","0,02%","0,11%","0,09%","-2,09%","-1,18%","0,18%","-1,81%","0,37%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.178.105.772.980,38","1.140.000.699,46",21-Feb-2023,Jun-2026,,,,,,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459614,2
,112,BAHANA CENTRUM PROTECTED FUND 243,IDN000578606,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.021,4700","0,01%","0,08%","0,07%","0,34%","1,00%","1,83%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.027.535.818.036,81","1.010.000.700,96",07-Jan-2026,Jun-2026,,,,,,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459621,2
,113,BAHANA CENTRUM PROTECTED FUND 245,IDN000590502,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.009,9700","0,02%","0,12%","0,11%","0,55%",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.269.235.234.112,77","1.265.000.700,00",10-Jun-2026,Jun-2026,,,,,,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459627,2
,114,BAHANA CORE PROTECTED FUND USD 1 RESTRUKTURISASI,IDN000328903,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,USD,Tidak,"0,061444","0,01%","0,04%","0,04%","0,17%","0,52%","-65,18%","-65,15%","-65,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"592.548,50","9.640.701,48",11-Apr-2018,Jun-2026,,,,,,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459635,2
,115,BAHANA CORE PROTECTED FUND USD 2 RESTRUKTURISASI,IDN000331709,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,USD,Tidak,"0,034073","0,00%","0,00%","0,00%","-0,02%","-0,04%","-77,70%","-77,70%","-77,71%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99.689,59","2.918.273,14",04-Jul-2018,Jun-2026,,,,,,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459643,2
,116,BAHANA CORE PROTECTED FUND USD 3 RESTRUKTURISASI,IDN000345808,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,USD,Tidak,"0,041318","0,00%","0,00%","0,00%","-0,01%","-0,04%","-74,02%","-74,02%","-74,03%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96.555,91","2.330.970,80",27-Sep-2018,Jun-2026,,,,,,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459650,2
,117,BAHANA DANA EKUITAS ANDALAN KELAS G,IDN000033800,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"4.457,2210","-0,41%","3,33%","2,29%","10,29%","-7,16%","-13,22%","-18,30%","-3,94%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.666.788.267,61","4.130.524,04",01-Des-2005,Jun-2026,,Maks 3.00%,Rp.100.000,30-Jun-2026,30-Jun-2026,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459658,2
,118,BAHANA DANA EKUITAS ANDALAN KELAS S,IDN000455607,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Ya,"840,3410","-0,41%","3,33%","2,29%","10,29%","-7,16%","-13,22%","-18,30%","-8,73%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109.226.597.396,08","152.747.012,50",19-Sep-2022,Jun-2026,,,,,,06-Agt-2026,"884,8367","-0,41%","3,33%","2,29%","10,29%","-7,16%","-13,22%","-18,30%","-3,89%",,,,,"893,3699","-0,39%","3,13%","2,15%","9,62%","-6,30%","-12,54%","-17,40%","-2,97%",,,,,2026-08-07T10:03:54.459666,2
,119,BAHANA DANA EKUITAS PRIMA,IDN000035201,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"4.035,7800","-0,19%","3,70%","2,70%","9,71%","-7,70%","-15,03%","-23,09%","7,68%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"203.812.702.975,80","59.138.923,64",13-Feb-2006,Jun-2026,,Maks 4.00%,Rp 100.000,30-Jun-2026,30-Jun-2026,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459674,2
,120,BAHANA DANA LIKUID KELAS G,IDN000158607,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.995,3700","0,01%","0,10%","0,08%","0,42%","0,92%","1,66%","2,08%","3,96%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.513.448.887.171,13","1.769.328.146,39",16-Apr-2004,Jun-2026,,Maks 2.00%,Rp. 10.000,30-Jun-2026,30-Jun-2026,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459682,2
,121,BAHANA DANA LIKUID KELAS I,IDN000533700,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.107,9800","0,02%","0,11%","0,09%","0,47%","1,07%","1,94%","2,42%","4,54%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.852.751.781,12","19.829.466,59",29-Jul-2024,Jun-2026,,,,,,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459690,2
,122,BAHANA E OPTIMA PROTECTED FUND 124,IDN000255007,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.033,0400","0,01%","0,07%","0,10%","0,62%","-0,86%","-2,03%","-1,72%","-2,54%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102.555.630.623,64","100.000.000,00",16-Nov-2016,Jun-2026,,,,,,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459697,2
,123,BAHANA ETF BISNIS 27,IDN000412004,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Saham,"ETF, Index",IDR,Tidak,"515,4187","-0,46%","1,74%","1,47%","7,33%","-4,72%","-13,72%","-16,86%","-9,45%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"755.279.266.502,88","1.650.900.000,00",01-Okt-2019,Jun-2026,,"Maks. 3,00% p.a.",,30-Jun-2026,30-Jun-2026,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459704,2
,124,BAHANA ETF PEFINDO I-GRADE,,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Saham,"ETF, Index",IDR,Tidak,"482,8611","-0,41%","1,47%","1,15%","7,88%","-8,46%","-22,16%","-27,81%","-21,27%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.410.507.869,00","22.300.000,00",05-Mar-2025,Jun-2026,,Maks. 3.00% p.a,,29-Des-2025,30-Des-2025,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459711,2
,125,BAHANA EXPLORER EQUITY FUND KELAS G,IDN000539103,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"754,4600","-0,69%","2,85%","2,06%","9,30%","-8,92%","-14,83%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"939.137.857,75","1.455.266,33",05-Jan-2026,Jun-2026,,,,,,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459718,2
,126,BAHANA EXPLORER EQUITY FUND KELAS I,IDN000325909,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"900,1300","-0,68%","2,89%","2,10%","9,52%","-8,38%","-13,92%","-20,89%","6,95%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237.084.975.846,17","308.650.879,34",02-Feb-2018,Jun-2026,,,,,,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459725,2
,127,BAHANA GEBYAR DANA LIKUID,IDN000481603,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.165,8900","0,02%","0,10%","0,09%","0,40%","0,72%","1,46%","1,85%","3,72%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.443.785.604.024,81","2.966.875.961,82",01-Sep-2022,Jun-2026,,,,,,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459732,2
,128,BAHANA GLOBAL HEALTHCARE SHARIA USD EQUITY FUND,IDN000479201,,"Bahana TCW Investment Management, PT",PT Bank HSBC Indonesia,Reksadana Global,Sharia,USD,Tidak,"1,126600","-0,09%","0,88%","1,07%","0,66%","13,61%","4,06%","3,61%","19,67%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.558.967,28","1.410.978,41",18-Jul-2022,Jun-2026,,Maks. 2.50% p.a,,30-Jun-2026,30-Jun-2026,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459740,2
,129,BAHANA HIMAYA SYARIAH 2,IDN000502606,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Sharia,IDR,Ya,"1.035,3400","0,02%","0,11%","0,09%","0,01%","0,02%","0,00%","0,12%","0,44%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.427.293.188.682,00","1.380.000.695,14",24-Mar-2023,Jun-2026,,,,,,06-Agt-2026,"1.121,1211","0,02%","0,11%","0,09%","0,48%","1,89%","2,82%","3,42%","6,14%",,,,,"1.117,3847","0,01%","0,10%","0,09%","0,44%","1,34%","2,64%","3,21%","5,82%",,,,,2026-08-07T10:03:54.459748,2
,130,BAHANA INCOME STREAM,IDN000203106,,"Bahana TCW Investment Management, PT","Bank Mega, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.446,3236","0,12%","0,37%","0,30%","-0,15%","-0,88%","-4,17%","-4,54%","-0,27%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.066.970.866.697,70","738.057.995,46",10-Jun-2015,Jun-2026,,,-,30-Mar-2016,,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459756,2
,131,BAHANA INDEKS IBPA 35 KELAS G,IDN000539509,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pendapatan Tetap,Index,IDR,Tidak,"1.042,4885","0,12%","0,31%","0,23%","-0,13%","-1,82%","-3,54%","-4,20%","-0,65%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145.331.093.248,96","139.477.789,06",06-Agt-2024,Jun-2026,,Max. 3.00% p.a,"Rp10.000,-",30-Jun-2026,30-Jun-2026,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459763,2
,132,BAHANA INDEKS IDX30 KELAS G,IDN000463809,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Index,IDR,Tidak,"889,3297","-0,45%","1,56%","1,24%","6,92%","-4,27%","-12,05%","-13,72%","-7,84%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59.016.874.590,26","74.622.564,34",03-Jan-2022,Jun-2026,,Maksimum 3%,"Rp100.000,-",30-Jun-2026,30-Jun-2026,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459771,2
,133,BAHANA LIKUID PLUS,IDN000301108,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.545,8100","0,02%","0,10%","0,09%","0,46%","1,17%","2,22%","2,69%","4,77%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.765.031.697.262,46","1.147.967.283,72",23-Agt-2017,Jun-2026,,Maks  4.00%,Rp. 10.000,30-Jun-2026,30-Jun-2026,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459779,2
,134,BAHANA LIKUID SYARIAH KELAS G,IDN000432309,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Sharia,IDR,Tidak,"1.300,2400","0,02%","0,11%","0,10%","0,49%","1,16%","2,14%","2,61%","4,64%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"588.214.759.092,40","454.956.124,11",14-Jan-2015,Jun-2026,,Maks 4.00%,"Rp 10,000",30-Jun-2026,30-Jun-2026,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459787,2
,135,BAHANA LIKUID SYARIAH KELAS S,IDN000190006,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Sharia,IDR,Tidak,"1.781,1900","0,02%","0,11%","0,10%","0,49%","1,17%","2,14%","2,61%","4,65%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"874.707.104.363,07","493.866.296,51",14-Jan-2015,Jun-2026,,Maks 3.00%,Rp.10.000,30-Jun-2026,30-Jun-2026,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459795,2
,136,BAHANA LIQUID USD,IDN000183506,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Konvensional,USD,Tidak,"0,998411","0,01%","0,05%","0,06%","0,23%","0,68%","1,28%","1,55%","2,74%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64.676.916,56","64.799.096,18",27-Agt-2014,Jun-2026,,Maks. 1.00% p.a,USD 1.000 (seribu Dollar Amerika Serikat).,30-Jun-2026,30-Jun-2026,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459803,2
,137,BAHANA MES SYARIAH FUND KELAS A,IDN000466109,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.139,3200","0,11%","0,20%","0,19%","0,20%","-0,30%","-1,19%","-1,40%","1,91%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"595.107.922,35","524.148,84",17-Feb-2022,Jun-2026,,Maks. 2.00% p.a.,"Rp 10,000",30-Jul-2025,30-Jun-2025,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459811,2
,138,BAHANA MES SYARIAH FUND KELAS D,IDN000453909,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Ya,"991,3800","0,11%","0,20%","0,19%","0,20%","-0,30%","-1,19%","-1,39%","-4,30%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98.794.945.427,92","100.000.000,00",14-Apr-2022,Jun-2026,,Maksimum 4 %,Rp. 10.000,,,06-Agt-2026,,"0,00%",-,-,-,-,-,-,-,,,,,"1.056,3800","0,10%","0,19%","0,18%","0,19%","-0,31%","-1,12%","-1,31%","1,97%",,,,,2026-08-07T10:03:54.459819,2
,139,BAHANA MES SYARIAH FUND KELAS G,IDN000251709,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.594,9000","0,11%","0,21%","0,20%","0,25%","-0,16%","-0,92%","-1,06%","2,30%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"119.966.153.410,50","75.522.776,94",16-Agt-2016,Jun-2026,,Maks 4.00%,Rp. 10.000,30-Jun-2026,30-Jun-2026,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459827,2
,140,BAHANA MES SYARIAH FUND KELAS I,IDN000488202,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Ya,"1.011,8900","0,11%","0,20%","0,19%","-0,09%","-1,17%","-2,88%","-3,35%","-1,51%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.833.372.803,95","4.779.246,78",03-Jan-2023,Jun-2026,,Maksimum 2%,"Rp10.000,-",,,06-Agt-2026,"1.085,0439","0,11%","0,20%","0,19%","0,20%","-0,31%","0,79%","0,58%","3,95%",,,,,"1.063,1900","0,10%","0,19%","0,18%","0,19%","-0,33%","-1,16%","-1,36%","1,88%",,,,,2026-08-07T10:03:54.459835,2
,141,BAHANA MES SYARIAH FUND KELAS O,IDN000466307,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.159,2500","0,11%","0,20%","0,19%","0,20%","-0,30%","-1,19%","-1,40%","1,91%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.225.892.171,21","1.061.152,21",08-Sep-2021,Jun-2026,,Maks. 2.00% p.a.,"Rp 10,000",30-Jul-2025,30-Jun-2025,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459843,2
,142,BAHANA MES SYARIAH FUND KELAS T,IDN000484409,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.248,7700","0,11%","0,23%","0,22%","0,32%","0,09%","-0,27%","-0,25%","4,01%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.921.897.878,98","7.984.117,41",31-Mei-2022,Jun-2026,,"Maksimum 1,5%","Rp10.000.000.000,-",,,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459851,2
,143,BAHANA MONEY MARKET ENDOWMENT FUND,IDN000514007,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.131,8000","0,02%","0,10%","0,09%","0,44%","1,17%","2,22%","2,68%","4,63%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34.914.676.527,39","31.009.051,32",03-Jan-2024,Jun-2026,,Maks 4%,"Rp10.000,-",30-Jun-2026,30-Jun-2026,06-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-07T10:03:54.459859,2
