_empty_0,No,Reksadana,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Last Update,Div NAB,Div 1 Hari,Div 1 Minggu,Div MtD,Div 1 Bulan,Div 3 Bulan,Div 6 Bulan,Div YtD,Div 1 Tahun,Div 3 Tahun,Div 5 Tahun,Div 10 Tahun,Div Inception,Accumulated Div NAB,Accumulated Div 1 Hari (%),Accumulated Div 1 Minggu (%),Accumulated Div MtD (%),Accumulated Div 1 Bulan (%),Accumulated Div 3 Bulan (%),Accumulated Div 6 Bulan (%),Accumulated Div YtD (%),Accumulated Div 1 Tahun (%),Accumulated Div 3 Tahun (%),Accumulated Div 5 Tahun (%),Accumulated Div 10 Tahun (%),Accumulated Div Inception (%),scraped_at,page_number
,11,ALLIANZ CAPITAL PROTECTED FUND 62,,"Allianz Global Investors Asset Management Indonesia, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.008,2387","0,02%","0,11%","0,45%","0,49%","-1,36%","0,07%","-0,40%","0,11%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"502.247.378.251,31","500.361.000,00",,Okt-2025,,,,,,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111812,1
,12,ALLIANZ CAPITAL PROTECTED FUND 63,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.007,5653","0,02%","0,11%","0,46%","0,51%","-1,45%","0,04%","-0,48%","0,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"501.469.418.322,40","500.006.750,00",,Okt-2025,,,,,,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111822,1
,13,ALLIANZ CAPITAL PROTECTED FUND 64,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.007,3759","0,02%","0,11%","0,45%","0,50%","-1,41%","0,04%","-0,46%","0,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"501.428.301.574,48","500.004.850,00",,Okt-2025,,,,,,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111832,1
,14,ALLIANZ CAPITAL PROTECTED FUND 65,,"Allianz Global Investors Asset Management Indonesia, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.013,0957","0,02%","0,11%","0,43%","0,48%","-1,27%","0,11%","-0,27%","0,21%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77.978.334.772,06","77.302.750,00",,Okt-2025,,,,,,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111839,1
,15,ALLIANZ CAPITAL PROTECTED FUND 67,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.000,1187","0,01%",-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111844,1
,16,ALLIANZ FIXED INCOME FUND 2,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.722,2504","-0,16%","-0,55%","-0,80%","-0,97%","2,01%","6,02%","9,94%","9,73%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93.139.608.314,15","53.647.829,95",28-Jun-2016,Okt-2025,,Maks 2.00%,Rp. 100.000,30-Okt-2025,31-Okt-2025,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111850,1
,17,ALLIANZ HIGH DIVIDEND GLOBAL SHARIA EQUITY DOLLAR KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Reksadana Global,"Sharia, ETF",USD,Tidak,"1,301600","-0,15%","3,55%","-0,09%","-0,36%","4,83%","13,61%","9,38%","8,77%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.289.776,54","990.861,52",02-Okt-2023,Okt-2025,,Maks. 3.00% p.a,USD 10.000,30-Okt-2025,31-Okt-2025,27-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111856,1
,18,ALLIANZ HIGH DIVIDEND GLOBAL SHARIA EQUITY DOLLAR KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Reksadana Global,"Sharia, ETF",USD,Tidak,"1,326400","-0,14%","3,59%","0,06%","-0,17%","5,40%","14,84%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.460.331,22","6.388.200,00",,Okt-2025,,,,,,27-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111862,1
,19,ALLIANZ INDO ASIA EQUITY FUND KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.266,1200","-0,30%","-0,36%","-1,04%","-0,61%","2,76%","4,60%","4,20%","1,61%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.717.200.486,25","21.664.381,08",06-Jan-2017,Okt-2025,,Maks 3.00%,Rp 1.000.000,30-Okt-2025,31-Okt-2025,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111867,1
,20,ALLIANZ INDO ASIA EQUITY FUND KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.252,8400","-0,30%","-0,34%","-0,97%","-0,54%","2,96%",-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.462.512.101,02","22.497.231,07",,Okt-2025,,,,,,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111873,1
,21,ALLIANZ RUPIAH LIQUID FUND KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pasar Uang,Konvensional,IDR,Tidak,"1.850,0000","-0,01%","0,03%","0,23%","0,25%","0,94%","2,22%","4,22%","4,52%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.083.825.876,00","33.636.090,13",09-Jun-2011,Okt-2025,,Maks 1.50%,Rp. 100.000,30-Okt-2025,31-Okt-2025,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111879,1
,22,ALLIANZ RUPIAH LIQUID FUND KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pasar Uang,Konvensional,IDR,Tidak,"1.862,0700","-0,01%","0,05%","0,29%","0,31%","1,12%","2,59%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54.364.084.550,00","29.278.931,59",,Okt-2025,,,,,,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111884,1
,23,ALLIANZ SRI KEHATI INDEX FUND,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Saham,Index,IDR,Tidak,"1.070,7300","-1,06%","-1,28%","-1,08%","-0,09%","0,62%","-0,06%","4,48%","-0,28%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92.851.541.197,00","85.785.290,01",31-Agt-2017,Okt-2025,,Maks 1.50%,Rp 100.000,30-Okt-2025,31-Okt-2025,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111890,1
,24,ALLIANZ USD FIXED INCOME FUND KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,USD,Tidak,"1,087600","0,01%","0,07%","0,13%","0,10%","0,53%","1,68%","4,41%","3,97%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.159.230,33","6.598.613,09",02-Okt-2023,Okt-2025,,"Maks. 3,00% p.a",USD 1.000,30-Okt-2025,31-Okt-2025,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111896,1
,25,ALLIANZ USD FIXED INCOME FUND KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,USD,Tidak,"1,100200","0,02%","0,10%","0,26%","0,21%","0,86%","2,34%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.502.063,97","3.194.100,00",,Okt-2025,,,,,,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111902,1
,26,ALLIANZ USD FIXED INCOME FUND KELAS B2,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,USD,Tidak,"1,088900","0,02%","0,09%","0,23%","0,18%",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300.092,40","276.472,21",,Okt-2025,,,,,,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111908,1
,27,ALPHA DANA EKUITAS,,"Alpha Aset Manajemen, PT","BANK DANAMON INDONESIA - CUSTODY, Tbk, PT",Saham,Konvensional,IDR,Tidak,"1.146,0796","-0,39%","0,00%","0,01%","0,23%","1,21%","7,03%","12,89%","10,81%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.012.151.230,27","9.609.507,77",,Okt-2025,,,,,,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111913,1
,28,ALPHA PASAR UANG,,"Alpha Aset Manajemen, PT","BANK DANAMON INDONESIA - CUSTODY, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.106,3308","0,01%","0,07%","0,28%","0,31%","0,97%","1,83%","3,46%","3,77%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.294.325.478,37","12.050.312,72",,Okt-2025,,,,,,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111919,1
,29,ANARGYA SUPERFUND EQUITY GROWTH,,"Anargya Aset Manajemen, PT","KEB Hana Bank Indonesia, PT",Saham,Konvensional,IDR,Tidak,"1.745,6612","0,24%","-0,20%","9,87%","9,37%","57,04%","138,05%","198,11%","185,37%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.437.286.207,16","25.450.211,17",11-Okt-2021,Okt-2025,,Maksimum 3%,Rp. 20.000,30-Okt-2025,31-Okt-2025,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111925,1
,30,ANARGYA SUPERGAMA,,"Anargya Aset Manajemen, PT","Bank KB Bukopin, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.123,7766","0,01%","0,08%","0,35%","0,35%","1,09%","2,07%","4,15%","4,20%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.488.953.263,34","24.546.758,97",12-Okt-2020,Okt-2025,,Maks 1%,"Rp 100.000,-",30-Okt-2025,31-Okt-2025,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111930,1
,31,ANARGYA SUPERGROWTH,,"Anargya Aset Manajemen, PT","KEB Hana Bank Indonesia, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.260,6965","-0,32%","-1,08%","-1,30%","-1,88%","0,18%","4,86%","8,29%","8,38%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.008.750.848,88","40.716.803,65",27-Agt-2021,Okt-2025,,Maks 3.00%,"Rp20,000",30-Okt-2025,31-Okt-2025,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111936,1
,32,ASHMORE DANA BALANCED NUSANTARA,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Campuran,Konvensional,IDR,Tidak,"1.054,1800","-0,35%","-0,58%","-0,22%","-0,31%","1,10%","2,77%","5,80%","3,58%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"360.907.330.803,00","341.603.167,99",25-Nov-2022,Okt-2025,,Maks. 2.5%,"Rp 100.000,-",29-Sep-2024,30-Sep-2024,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111942,1
,33,ASHMORE DANA EKUITAS NUSANTARA,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Saham,Konvensional,IDR,Ya,"1.275,3600","-0,53%","-0,36%","0,18%","0,88%","1,55%","3,63%","3,49%","-0,51%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.725.782.132.048,00","1.355.607.422,11",11-Feb-2013,Okt-2025,,Maks 3.0%,Rp. 100.000,30-Okt-2025,31-Okt-2025,28-Nov-2025,"1.364,0972","-0,53%","-0,36%","0,18%","0,88%","1,55%","3,63%","3,49%","-0,51%",,,,,"1.376,1500","-0,44%","0,05%","0,66%","1,55%","2,13%","3,46%","3,76%","-0,50%",,,,,2025-11-29T09:07:42.111947,1
,34,ASHMORE DANA OBLIGASI NUSANTARA KELAS A,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Ya,"1.536,0400","-0,13%","-0,53%","-1,30%","-1,58%","0,50%","1,62%","2,24%","2,08%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.634.841.266.710,05","2.335.661.549,49",24-Apr-2013,Okt-2025,,Maks 1.50%,Rp. 100.000,30-Okt-2025,31-Okt-2025,28-Nov-2025,"1.928,0520","-0,13%","-0,53%","-1,30%","-1,58%","0,50%","1,62%","4,84%","4,67%",,,,,"1.890,0829","-0,28%","-0,43%","-0,95%","-1,22%","0,59%","1,38%","4,02%","4,18%",,,,,2025-11-29T09:07:42.111953,1
,35,ASHMORE DANA OBLIGASI NUSANTARA KELAS B,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Tidak,"992,2900","-0,13%","-0,53%","-0,77%",-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.000.000,00","1.000,00",,Okt-2025,,,,,,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111959,1
,36,ASHMORE DANA OBLIGASI PROVIDENTIA NUSANTARA,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Tidak,"1.056,0000","-0,28%","-0,80%","-1,02%","-1,04%","1,12%","2,57%","4,85%","4,06%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36.224.513.233,00","33.954.952,21",,Okt-2025,,Maks 3.00%,,30-Jul-2024,31-Jul-2024,28-Nov-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-11-29T09:07:42.111965,1
,37,ASHMORE DANA OBLIGASI UNGGULAN NUSANTARA KELAS A,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Ya,"1.053,7900","-0,31%","-1,11%","-1,57%","-1,76%","-1,17%","1,04%","2,89%","2,06%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.150.359.231.607,00","2.942.476.775,13",30-Okt-2017,Okt-2025,,Maks 1.00%,"Rp. 100.000,- (seratus ribu Rupiah).",30-Okt-2025,31-Okt-2025,28-Nov-2025,"1.417,6553","-0,31%","-1,11%","-1,57%","-1,76%","-1,17%","1,04%","3,28%","2,84%",,,,,"1.370,2094","-0,33%","-0,73%","-0,98%","-1,08%","-0,58%","1,06%","2,76%","2,50%",,,,,2025-11-29T09:07:42.111971,1
