_empty_0,No,Reksadana,ISIN Code,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Dalam Negeri (%),Luar Negeri (%),Nilai Risiko,Catatan Risiko,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,117,BAHANA DANA EKUITAS ANDALAN KELAS G,IDN000033800,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"4.604,3660","0,05%","-0,72%","1,04%","3,07%","11,52%","-5,39%","-15,60%","-2,25%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.103.785.504,34","3.533.832,61",01-Des-2005,Agt-2026,,Maks 3.00%,Rp.100.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","7,000","Berani menghadapi risiko tinggi dan fluktuasi harga, serta  mengharapkan pertumbuhan tinggi dalam jangka waktu  lima hingga sepuluh tahun.",14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838355,2
,118,BAHANA DANA EKUITAS ANDALAN KELAS S,IDN000455607,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Ya,"868,0260","0,04%","-0,72%","1,04%","3,06%","11,52%","-5,39%","-15,61%","-7,12%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"131.229.937.059,72","152.747.012,50",19-Sep-2022,Agt-2026,,,,,,-,-,-,-,14-Sep-2026,"913,9876","0,04%","-0,72%","1,04%","3,06%","11,52%","-5,39%","-15,61%","-2,20%",,,,,"921,0549","0,04%","-0,68%","0,98%","2,88%","10,78%","-5,10%","-14,84%","-1,45%",,,,,2026-09-15T14:14:28.838362,2
,119,BAHANA DANA EKUITAS PRIMA,IDN000035201,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"4.185,2800","0,28%","-0,76%","1,39%","4,42%","10,82%","-4,64%","-20,24%","11,12%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244.375.023.192,20","59.199.438,57",13-Feb-2006,Agt-2026,,Maks 4.00%,Rp 100.000,31-Agt-2026,31-Agt-2026,"80,00%","20,00%","7,000","Berani menghadapi risiko tinggi dan fluktuasi harga, serta  mengharapkan pertumbuhan tinggi dalam jangka waktu  lima hingga sepuluh tahun.",14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838368,2
,120,BAHANA DANA LIKUID KELAS G,IDN000158607,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"2.006,9000","0,04%","0,09%","0,18%","0,45%","1,20%","1,95%","2,67%","4,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.967.480.564.422,79","1.980.482.447,10",16-Apr-2004,Agt-2026,,Maks 2.00%,Rp. 10.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","2,000","Rendah. Menghindari investasi pada instrumen dengan volatilitas tinggi, ingin kestabilan, ingin pendapatan tetap dalam jangka waktu satu hingga dua tahun.",14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838375,2
,121,BAHANA DANA LIKUID KELAS I,IDN000533700,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.115,0700","0,04%","0,10%","0,20%","0,50%","1,35%","2,25%","3,07%","4,58%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.067.091.164,03","19.829.466,59",29-Jul-2024,Agt-2026,,,,,,-,-,-,-,14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838381,2
,122,BAHANA E OPTIMA PROTECTED FUND 124,IDN000255007,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.021,2900","0,05%","0,14%","0,23%","-1,35%","-0,24%","-1,38%","-2,84%","-2,78%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101.892.726.608,28","100.000.000,00",16-Nov-2016,Agt-2026,,,,,,-,-,-,-,14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838387,2
,123,BAHANA ETF BISNIS 27,IDN000412004,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Saham,"ETF, Index",IDR,Tidak,"541,0576","2,10%","0,15%","2,25%","5,37%","11,38%","-1,02%","-12,72%","-7,03%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"873.556.664.081,02","1.650.900.000,00",01-Okt-2019,Agt-2026,,"Maks. 3,00% p.a.",,30-Jun-2026,30-Jun-2026,"100,00%","0,00%","7,000",Toleran terhadap investasi dan risiko tinggi namun ingin  menghindari fluktuasi harga dalam jangka waktu tiga  hingga lima tahun.,14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838394,2
,124,BAHANA ETF PEFINDO I-GRADE,,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Saham,"ETF, Index",IDR,Tidak,"506,7307","1,63%","-0,37%","2,38%","4,18%","10,61%","-8,37%","-24,24%","-21,50%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.790.344.931,00","21.800.000,00",05-Mar-2025,Agt-2026,,Maks. 3.00% p.a,,29-Des-2025,30-Des-2025,-,-,-,-,14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838400,2
,125,BAHANA EXPLORER EQUITY FUND KELAS G,IDN000539103,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"791,5400","0,61%","-0,11%","1,80%","4,56%","11,74%","-5,09%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.131.522.637,86","1.455.266,33",05-Jan-2026,Agt-2026,,,,,,-,-,-,-,14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838406,2
,126,BAHANA EXPLORER EQUITY FUND KELAS I,IDN000325909,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"946,7200","0,63%","-0,06%","1,89%","4,77%","12,41%","-3,96%","-16,79%","13,29%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.572.568.104,40","308.426.140,70",02-Feb-2018,Agt-2026,,,,,,-,-,-,-,14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838413,2
,127,BAHANA GEBYAR DANA LIKUID,IDN000481603,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.172,5600","0,04%","0,10%","0,20%","0,45%","1,12%","1,77%","2,43%","3,83%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.403.202.127.632,53","2.908.202.940,13",01-Sep-2022,Agt-2026,,,,,,-,-,-,-,14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838419,2
,128,BAHANA GLOBAL HEALTHCARE SHARIA USD EQUITY FUND,IDN000479201,,"Bahana TCW Investment Management, PT",PT Bank HSBC Indonesia,Reksadana Global,Sharia,USD,Tidak,"1,134300","1,43%","-1,38%","-1,02%","-0,30%","6,74%","10,65%","4,32%","15,57%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.685.632,51","1.467.285,37",18-Jul-2022,Agt-2026,,Maks. 2.50% p.a,,30-Jun-2026,30-Jun-2026,"0,00%","100,00%","7,000","Berani menghadapi risiko tinggi dan fluktuasi harga, serta  mengharapkan pertumbuhan tinggi dalam jangka waktu  lima hingga sepuluh tahun.",14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838425,2
,129,BAHANA HIMAYA SYARIAH 2,IDN000502606,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Sharia,IDR,Ya,"1.036,7200","0,05%","0,11%","0,22%","0,01%","0,05%","0,06%","0,25%","0,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.427.620.088.116,00","1.380.000.700,82",24-Mar-2023,Agt-2026,,,,,,-,-,-,-,14-Sep-2026,"1.127,8281","0,05%","0,11%","0,22%","0,48%","1,92%","2,88%","4,04%","5,77%",,,,,"1.123,5587","0,04%","0,10%","0,20%","0,44%","1,34%","2,68%","3,78%","5,45%",,,,,2026-09-15T14:14:28.838432,2
,130,BAHANA INCOME STREAM,IDN000203106,,"Bahana TCW Investment Management, PT","Bank Mega, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.469,7764","0,05%","0,00%","-0,32%","0,63%","2,40%","-0,13%","-3,00%","-0,64%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"986.093.866.171,62","668.754.166,15",10-Jun-2015,Agt-2026,,,-,30-Mar-2016,,-,-,-,-,14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838438,2
,131,BAHANA INDEKS IBPA 35 KELAS G,IDN000539509,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pendapatan Tetap,Index,IDR,Tidak,"1.056,0926","-0,02%","-0,04%","-0,48%","0,48%","2,54%","-0,65%","-2,95%","-0,91%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"152.105.136.398,14","143.338.063,88",06-Agt-2024,Agt-2026,,Max. 3.00% p.a,"Rp10.000,-",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","4,000",Menengah. Toleran terhadap investasi dan risiko tinggi namun ingin menghindari fluktuasi harga dalam jangka waktu tiga hingga lima tahun.,14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838444,2
,132,BAHANA INDEKS IDX30 KELAS G,IDN000463809,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Index,IDR,Tidak,"919,0031","1,39%","-0,26%","1,60%","3,51%","9,20%","-1,44%","-10,84%","-6,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67.501.965.297,83","74.622.564,34",03-Jan-2022,Agt-2026,,Maksimum 3%,"Rp100.000,-",30-Jun-2026,30-Jun-2026,"100,00%","0,00%","7,000","Berani menghadapi risiko tinggi dan fluktuasi harga, serta  mengharapkan pertumbuhan tinggi dalam jangka waktu  lima hingga sepuluh tahun.",14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838451,2
,133,BAHANA LIKUID PLUS,IDN000301108,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.554,8600","0,04%","0,10%","0,21%","0,46%","1,35%","2,40%","3,29%","4,82%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.957.314.897.633,38","1.261.431.588,62",23-Agt-2017,Agt-2026,,Maks  4.00%,Rp. 10.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","2,000","Rendah. Menghindari investasi pada instrumen dengan volatilitas tinggi, ingin kestabilan, ingin pendapatan tetap dalam jangka waktu satu hingga dua tahun.",14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838457,2
,134,BAHANA LIKUID SYARIAH KELAS G,IDN000432309,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Sharia,IDR,Tidak,"1.308,3400","0,04%","0,10%","0,19%","0,49%","1,45%","2,39%","3,25%","4,76%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"856.952.135.876,57","656.255.331,79",14-Jan-2015,Agt-2026,,Maks 4.00%,"Rp 10,000",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","2,000",Rendah. Toleran terhadap investasi dan risiko tinggi namun ingin menghindari fluktuasi harga dalam jangka waktu tiga hingga lima tahun.,14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838489,2
,135,BAHANA LIKUID SYARIAH KELAS S,IDN000190006,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Sharia,IDR,Tidak,"1.792,3200","0,04%","0,10%","0,19%","0,49%","1,45%","2,40%","3,26%","4,77%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"559.635.672.908,66","312.842.233,41",14-Jan-2015,Agt-2026,,Maks 3.00%,Rp.10.000,31-Jul-2026,31-Jul-2026,-,-,"2,000","Menghindari investasi risiko tinggi, ingin kestabilan, ingin  pendapatan tetap dalam jangka waktu satu hingga dua  tahun.",14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838502,2
,136,BAHANA LIQUID USD,IDN000183506,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Konvensional,USD,Tidak,"1,001149","0,02%","0,05%","0,10%","0,22%","0,69%","1,30%","1,83%","2,71%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64.441.000,24","64.271.961,84",27-Agt-2014,Agt-2026,,Maks. 1.00% p.a,USD 1.000 (seribu Dollar Amerika Serikat).,31-Jul-2026,31-Jul-2026,"0,00%","100,00%","2,000","Rendah.  Menghindari investasi pada instrumen dengan volatilitas tinggi, ingin kestabilan, ingin pendapatan tetap dalam jangka waktu satu hingga dua tahun.",14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838511,2
,137,BAHANA MES SYARIAH FUND KELAS A,IDN000466109,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.160,1300","0,06%","0,22%","-0,18%","1,01%","2,67%","1,53%","0,40%","2,39%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"593.175.462,02","510.390,53",17-Feb-2022,Agt-2026,,Maks. 2.00% p.a.,"Rp 10,000",30-Jul-2025,31-Jul-2026,"100,00%","0,00%","4,000",Sedang. Toleran terhadap investasi dan risiko tinggi namun ingin menghindari fluktuasi harga dalam jangka waktu tiga hingga lima tahun.,14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838518,2
,138,BAHANA MES SYARIAH FUND KELAS D,IDN000453909,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Ya,"1.009,4900","0,06%","0,22%","-0,18%","1,01%","2,67%","1,53%","0,41%","-3,84%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101.128.867.371,93","100.000.000,00",14-Apr-2022,Agt-2026,,Maksimum 4 %,Rp. 10.000,,,-,-,-,-,14-Sep-2026,,"0,00%",-,-,-,-,-,-,-,,,,,"1.074,4900","0,06%","0,20%","-0,17%","0,95%","2,50%","1,43%","0,38%","2,35%",,,,,2026-09-15T14:14:28.838525,2
,139,BAHANA MES SYARIAH FUND KELAS G,IDN000251709,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.624,9900","0,06%","0,23%","-0,16%","1,06%","2,81%","1,81%","0,80%","2,90%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127.631.408.312,77","78.419.451,72",16-Agt-2016,Agt-2026,,Maks 4.00%,Rp. 10.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","4,000",Sedang. Toleran terhadap investasi dan risiko tinggi namun ingin menghindari fluktuasi harga dalam jangka waktu tiga hingga lima tahun.,14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838531,2
,140,BAHANA MES SYARIAH FUND KELAS I,IDN000488202,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Ya,"1.027,4500","0,06%","0,22%","-0,18%","0,72%","1,78%","-0,21%","-1,86%","-1,03%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.855.286.974,52","4.717.205,65",03-Jan-2023,Agt-2026,,Maksimum 2%,"Rp10.000,-",,,-,-,-,-,14-Sep-2026,"1.104,8817","0,06%","0,22%","-0,18%","1,01%","2,66%","3,56%","2,42%","4,45%",,,,,"1.081,6700","0,06%","0,21%","-0,17%","0,96%","2,54%","1,44%","0,36%","2,30%",,,,,2026-09-15T14:14:28.838538,2
,141,BAHANA MES SYARIAH FUND KELAS O,IDN000466307,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.180,4300","0,06%","0,22%","-0,18%","1,01%","2,67%","1,53%","0,41%","2,40%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.216.466.139,28","1.028.693,53",08-Sep-2021,Agt-2026,,Maks. 2.00% p.a.,"Rp 10,000",30-Jul-2025,31-Jul-2026,"100,00%","0,00%","4,000",Sedang. Toleran terhadap investasi dan risiko tinggi namun ingin menghindari fluktuasi harga dalam jangka waktu tiga hingga lima tahun.,14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838545,2
,142,BAHANA MES SYARIAH FUND KELAS T,IDN000484409,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.273,4700","0,07%","0,24%","-0,13%","1,13%","3,03%","2,40%","1,73%","4,43%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.180.241.375,89","7.984.117,41",31-Mei-2022,Agt-2026,,"Maksimum 1,5%","Rp10.000.000.000,-",,,-,-,-,-,14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838551,2
,143,BAHANA MONEY MARKET ENDOWMENT FUND,IDN000514007,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.138,4200","0,05%","0,11%","0,21%","0,46%","1,32%","2,39%","3,28%","4,71%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47.231.783.137,98","41.576.644,26",03-Jan-2024,Agt-2026,,Maks 4%,"Rp10.000,-",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","1,000","Menghindari investasi risiko tinggi, ingin kestabilan, ingin  pendapatan tetap dalam jangka waktu satu hingga dua  tahun.",14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838558,2
,144,BAHANA OBLIGASI GANESHA KELAS D,IDN000447703,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"981,6100","0,03%","0,01%","-0,24%","0,11%","0,53%","-2,35%","-4,44%","-4,87%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.245.047.668.343,31","1.265.317.232,40",14-Mei-2004,Agt-2026,,Maks 2.00%,Rp. 100.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","3,000","Menghindari investasi risiko tinggi, ingin kestabilan, ingin  pendapatan tetap dalam jangka waktu satu hingga dua  tahun.",14-Sep-2026,"1.091,9242","0,03%","0,01%","-0,24%","0,56%","1,83%","3,10%","1,75%","2,99%",,,,,"1.059,4740","0,03%","0,01%","-0,22%","0,52%","1,70%","0,10%","-1,15%","0,02%",,,,,2026-09-15T14:14:28.838564,2
,145,BAHANA OBLIGASI GANESHA KELAS G,IDN000008000,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"4.451,5400","0,03%","0,01%","-0,24%","0,06%","0,36%","-2,76%","-5,00%","-5,78%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.808.660.151.771,51","405.321.496,44",13-Mei-2004,Agt-2026,,Maks  2.00%,Rp. 100.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","3,000","Menghindari investasi risiko tinggi, ingin kestabilan, ingin  pendapatan tetap dalam jangka waktu satu hingga dua  tahun.",14-Sep-2026,"4.944,2642","0,03%","0,01%","-0,24%","0,56%","1,83%","3,72%","2,35%","3,60%",,,,,"4.772,8300","0,03%","0,01%","-0,22%","0,53%","1,72%","0,10%","-1,17%","0,02%",,,,,2026-09-15T14:14:28.838570,2
,146,BAHANA OBLIGASI GANESHA KELAS I,IDN000488103,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"1.035,7800","0,04%","0,04%","-0,19%","0,22%","0,80%","-1,99%","-3,98%","-4,34%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"459.113.529.852,91","442.421.695,32",20-Sep-2022,Agt-2026,,Maks 2%,Rp 100.000.000,,,-,-,-,-,14-Sep-2026,"1.177,2952","0,04%","0,04%","-0,19%","0,68%","2,20%","4,45%","3,36%","5,05%",,,,,"1.134,1320","0,04%","0,03%","-0,17%","0,63%","2,01%","0,75%","-0,23%","1,34%",,,,,2026-09-15T14:14:28.838577,2
,147,BAHANA OBLIGASI KEHATI LESTARI KELAS G,IDN000046208,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"2.956,7400","0,06%","-0,02%","-0,53%","0,23%","2,55%","0,57%","-2,06%","-0,25%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"162.940.050.774,14","54.816.150,08",16-Apr-2007,Agt-2026,,Maks 3.00%,Rp. 100.000.-,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","4,000",Sedang. Toleran terhadap investasi dan risiko tinggi namun ingin menghindari fluktuasi harga dalam jangka waktu tiga hingga lima tahun.,14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838583,2
,148,BAHANA OPTIMA BALANCE FUND KELAS G,,,"Bahana TCW Investment Management, PT","KEB Hana Bank Indonesia, PT",Campuran,Konvensional,IDR,Tidak,"1.024,0800","0,11%","-0,05%","-0,30%","0,38%","2,23%",-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.272.512.387,61","10.000.960,00",22-Mei-2026,Agt-2026,,,,,,-,-,-,-,14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838589,2
,149,BAHANA OVANTIS PROTECTED FUND 244,IDN000581501,,"Bahana TCW Investment Management, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.007,5700","0,04%","0,08%","0,17%","0,37%","-0,53%","0,57%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"502.948.323.760,82","500.000.915,08",25-Feb-2026,Agt-2026,,,,,,-,-,-,-,14-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-15T14:14:28.838595,2
