_empty_0,No,Reksadana,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Last Update,Div NAB,Div 1 Hari,Div 1 Minggu,Div MtD,Div 1 Bulan,Div 3 Bulan,Div 6 Bulan,Div YtD,Div 1 Tahun,Div 3 Tahun,Div 5 Tahun,Div 10 Tahun,Div Inception,Accumulated Div NAB,Accumulated Div 1 Hari (%),Accumulated Div 1 Minggu (%),Accumulated Div MtD (%),Accumulated Div 1 Bulan (%),Accumulated Div 3 Bulan (%),Accumulated Div 6 Bulan (%),Accumulated Div YtD (%),Accumulated Div 1 Tahun (%),Accumulated Div 3 Tahun (%),Accumulated Div 5 Tahun (%),Accumulated Div 10 Tahun (%),Accumulated Div Inception (%),scraped_at,page_number
,11,ALLIANZ CAPITAL PROTECTED FUND 62,,"Allianz Global Investors Asset Management Indonesia, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.009,9946","0,02%","0,11%","0,17%","0,51%","-1,38%","0,11%","-0,23%","0,11%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"504.483.332.755,04","500.361.000,00",,Nov-2025,,,,,,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410455,1
,12,ALLIANZ CAPITAL PROTECTED FUND 63,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.009,3880","0,02%","0,11%","0,18%","0,53%","-1,46%","0,09%","-0,30%","0,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"503.789.428.635,84","500.006.750,00",,Nov-2025,,,,,,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410461,1
,13,ALLIANZ CAPITAL PROTECTED FUND 64,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.009,1551","0,02%","0,11%","0,18%","0,52%","-1,42%","0,09%","-0,29%","0,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"503.692.815.026,44","500.004.850,00",,Nov-2025,,,,,,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410466,1
,14,ALLIANZ CAPITAL PROTECTED FUND 65,,"Allianz Global Investors Asset Management Indonesia, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.014,8064","0,02%","0,11%","0,17%","0,49%","-1,28%","0,15%","-0,11%","0,21%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78.315.087.207,47","77.302.750,00",,Nov-2025,,,,,,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410472,1
,15,ALLIANZ CAPITAL PROTECTED FUND 67,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.001,4905","0,01%","0,09%","0,14%",-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410478,1
,16,ALLIANZ FIXED INCOME FUND 2,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.729,8218","-0,01%","0,26%","0,44%","-0,06%","3,08%","6,06%","10,42%","10,29%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104.202.197.770,43","60.503.512,34",28-Jun-2016,Nov-2025,,Maks 2.00%,Rp. 100.000,30-Okt-2025,31-Okt-2025,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410483,1
,17,ALLIANZ HIGH DIVIDEND GLOBAL SHARIA EQUITY DOLLAR KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Reksadana Global,"Sharia, ETF",USD,Tidak,"1,310300","-0,16%","0,25%","0,35%","2,29%","4,41%","13,75%","10,11%","7,88%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.348.302,20","1.031.508,29",02-Okt-2023,Nov-2025,,Maks. 3.00% p.a,USD 10.000,30-Okt-2025,31-Okt-2025,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410489,1
,18,ALLIANZ HIGH DIVIDEND GLOBAL SHARIA EQUITY DOLLAR KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Reksadana Global,"Sharia, ETF",USD,Tidak,"1,336100","-0,16%","0,29%","0,41%","2,47%","4,95%","14,98%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.509.469,12","6.388.200,00",,Nov-2025,,,,,,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410496,1
,19,ALLIANZ INDO ASIA EQUITY FUND KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.265,2100","-1,12%","-0,45%","-0,07%","-1,91%","6,05%","6,63%","4,13%","-1,82%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.147.030.443,24","20.651.297,81",06-Jan-2017,Nov-2025,,Maks 3.00%,Rp 1.000.000,30-Okt-2025,31-Okt-2025,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410501,1
,20,ALLIANZ INDO ASIA EQUITY FUND KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.252,2500","-1,11%","-0,43%","-0,05%","-1,84%","6,28%",-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36.522.971.311,88","29.152.073,48",,Nov-2025,,,,,,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410507,1
,21,ALLIANZ RUPIAH LIQUID FUND KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pasar Uang,Konvensional,IDR,Tidak,"1.852,2200","0,01%","0,07%","0,12%","0,26%","0,97%","2,23%","4,35%","4,54%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.745.688.934,00","28.511.164,22",09-Jun-2011,Nov-2025,,Maks 1.50%,Rp. 100.000,30-Okt-2025,31-Okt-2025,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410513,1
,22,ALLIANZ RUPIAH LIQUID FUND KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pasar Uang,Konvensional,IDR,Tidak,"1.864,7200","0,01%","0,08%","0,14%","0,33%","1,15%","2,61%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54.519.673.576,00","29.278.931,59",,Nov-2025,,,,,,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410518,1
,23,ALLIANZ SRI KEHATI INDEX FUND,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Saham,Index,IDR,Tidak,"1.070,8400","-1,01%","-0,44%","0,01%","-2,15%","5,31%","3,13%","4,49%","-1,64%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82.477.111.515,00","77.028.163,15",31-Agt-2017,Nov-2025,,Maks 1.50%,Rp 100.000,30-Okt-2025,31-Okt-2025,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410524,1
,24,ALLIANZ USD FIXED INCOME FUND KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,USD,Tidak,"1,087900","-0,02%","0,03%","0,03%","0,16%","0,43%","1,50%","4,44%","3,80%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.878.599,71","6.317.951,08",02-Okt-2023,Nov-2025,,"Maks. 3,00% p.a",USD 1.000,30-Okt-2025,31-Okt-2025,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410529,1
,25,ALLIANZ USD FIXED INCOME FUND KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,USD,Tidak,"1,100900","-0,02%","0,06%","0,06%","0,27%","0,76%","2,17%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.517.718,96","3.194.100,00",,Nov-2025,,,,,,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410535,1
,26,ALLIANZ USD FIXED INCOME FUND KELAS B2,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,USD,Tidak,"1,089500","-0,01%","0,06%","0,06%","0,24%",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"331.451,52","304.082,12",,Nov-2025,,,,,,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410541,1
,27,ALPHA DANA EKUITAS,,"Alpha Aset Manajemen, PT","BANK DANAMON INDONESIA - CUSTODY, Tbk, PT",Saham,Konvensional,IDR,Tidak,"1.138,1536","-1,05%","-0,75%","-0,69%","-1,63%","3,17%","7,99%","12,11%","7,45%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.612.891.924,58","4.897.471,36",,Nov-2025,,,,,,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410546,1
,28,ALPHA PASAR UANG,,"Alpha Aset Manajemen, PT","BANK DANAMON INDONESIA - CUSTODY, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.107,0466","0,01%","0,03%","0,07%","0,28%","0,91%","1,83%","3,53%","3,74%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.804.665.604,96","10.670.104,40",,Nov-2025,,,,,,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410552,1
,29,ANARGYA SUPERFUND EQUITY GROWTH,,"Anargya Aset Manajemen, PT","KEB Hana Bank Indonesia, PT",Saham,Konvensional,IDR,Tidak,"1.749,3150","3,91%","0,21%","0,21%","6,87%","54,35%","133,14%","198,73%","169,72%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.649.502.450,10","8.391.950,49",11-Okt-2021,Nov-2025,,Maksimum 3%,Rp. 20.000,30-Okt-2025,31-Okt-2025,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410557,1
,30,ANARGYA SUPERGAMA,,"Anargya Aset Manajemen, PT","Bank KB Bukopin, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.124,3358","0,00%","0,15%","0,05%","0,30%","0,98%","2,01%","4,20%","4,23%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.484.400.695,68","24.457.174,55",12-Okt-2020,Nov-2025,,Maks 1%,"Rp 100.000,-",30-Okt-2025,31-Okt-2025,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410563,1
,31,ANARGYA SUPERGROWTH,,"Anargya Aset Manajemen, PT","KEB Hana Bank Indonesia, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.249,3433","-0,03%","0,99%","-0,90%","-1,82%","0,16%","3,34%","7,31%","7,42%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.417.676.203,17","40.785.135,20",27-Agt-2021,Nov-2025,,Maks 3.00%,"Rp20,000",30-Okt-2025,31-Okt-2025,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410569,1
,32,ASHMORE DANA BALANCED NUSANTARA,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Campuran,Konvensional,IDR,Tidak,"1.050,2300","-1,83%","-0,73%","-0,38%","-1,33%","3,36%","3,23%","5,41%","2,71%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"360.111.274.925,00","341.603.167,99",25-Nov-2022,Nov-2025,,Maks. 2.5%,"Rp 100.000,-",29-Sep-2024,30-Sep-2024,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410574,1
,33,ASHMORE DANA EKUITAS NUSANTARA,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Saham,Konvensional,IDR,Ya,"1.279,0600","-1,26%","-0,07%","0,29%","-1,43%","6,80%","6,41%","3,79%","-2,09%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.968.380.790.389,00","1.543.383.583,26",11-Feb-2013,Nov-2025,,Maks 3.0%,Rp. 100.000,30-Okt-2025,31-Okt-2025,09-Des-2025,"1.368,0546","-1,26%","-0,07%","0,29%","-1,43%","6,80%","6,41%","3,79%","-2,09%",,,,,"1.380,5800","0,49%","0,32%","0,32%","-0,49%","4,17%","6,53%","4,09%","-0,02%",,,,,2025-12-10T09:10:05.410580,1
,34,ASHMORE DANA OBLIGASI NUSANTARA KELAS A,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Ya,"1.534,3500","-0,02%","0,25%","-0,11%","-0,58%","1,88%","1,02%","2,13%","2,06%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.897.942.772.374,84","3.839.715.613,93",24-Apr-2013,Nov-2025,,Maks 1.50%,Rp. 100.000,30-Okt-2025,31-Okt-2025,09-Des-2025,"1.925,9307","-0,02%","0,25%","-0,11%","-0,58%","1,88%","1,02%","4,72%","4,66%",,,,,"1.887,0829","0,24%","-0,16%","-0,16%","-0,37%","1,09%","0,87%","3,85%","3,70%",,,,,2025-12-10T09:10:05.410586,1
,35,ASHMORE DANA OBLIGASI NUSANTARA KELAS B,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Tidak,"996,9200","-0,02%","0,26%","0,47%","0,01%",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.675.513.957,62","40.991.483,20",,Nov-2025,,,,,,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410591,1
,36,ASHMORE DANA OBLIGASI PROVIDENTIA NUSANTARA,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Tidak,"1.061,0300","-0,09%","0,19%","0,48%","-0,38%","3,22%","3,14%","5,35%","4,58%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34.918.080.016,00","33.066.057,97",,Nov-2025,,Maks 3.00%,,30-Jul-2024,31-Jul-2024,09-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-10T09:10:05.410597,1
,37,ASHMORE DANA OBLIGASI UNGGULAN NUSANTARA KELAS A,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Ya,"1.055,1100","0,05%","0,42%","0,13%","-0,79%","-0,08%","1,34%","3,02%","2,73%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.166.525.639.466,00","3.004.890.537,08",30-Okt-2017,Nov-2025,,Maks 1.00%,"Rp. 100.000,- (seratus ribu Rupiah).",30-Okt-2025,31-Okt-2025,09-Des-2025,"1.482,0638","0,05%","0,42%","0,61%","-0,31%","1,39%","4,21%","7,98%","7,67%",,,,,"1.417,4198","-0,05%","0,45%","0,45%","-0,18%","0,82%","3,16%","6,30%","5,98%",,,,,2025-12-10T09:10:05.410603,1
