_empty_0,No,Reksadana,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Last Update,Div NAB,Div 1 Hari,Div 1 Minggu,Div MtD,Div 1 Bulan,Div 3 Bulan,Div 6 Bulan,Div YtD,Div 1 Tahun,Div 3 Tahun,Div 5 Tahun,Div 10 Tahun,Div Inception,Accumulated Div NAB,Accumulated Div 1 Hari (%),Accumulated Div 1 Minggu (%),Accumulated Div MtD (%),Accumulated Div 1 Bulan (%),Accumulated Div 3 Bulan (%),Accumulated Div 6 Bulan (%),Accumulated Div YtD (%),Accumulated Div 1 Tahun (%),Accumulated Div 3 Tahun (%),Accumulated Div 5 Tahun (%),Accumulated Div 10 Tahun (%),Accumulated Div Inception (%),scraped_at,page_number
,11,ALLIANZ CAPITAL PROTECTED FUND 62,,"Allianz Global Investors Asset Management Indonesia, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.008,8775","0,02%","0,11%","0,06%","0,51%","-1,38%","0,05%","-0,34%","0,11%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"502.247.378.251,31","500.361.000,00",,Okt-2025,,,,,,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774375,1
,12,ALLIANZ CAPITAL PROTECTED FUND 63,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.008,2286","0,02%","0,11%","0,07%","0,53%","-1,46%","0,02%","-0,41%","0,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"501.469.418.322,40","500.006.750,00",,Okt-2025,,,,,,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774381,1
,13,ALLIANZ CAPITAL PROTECTED FUND 64,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.008,0225","0,02%","0,11%","0,06%","0,52%","-1,43%","0,02%","-0,40%","0,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"501.428.301.574,48","500.004.850,00",,Okt-2025,,,,,,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774388,1
,14,ALLIANZ CAPITAL PROTECTED FUND 65,,"Allianz Global Investors Asset Management Indonesia, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.013,7183","0,02%","0,11%","0,06%","0,49%","-1,28%","0,10%","-0,21%","0,21%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77.978.334.772,06","77.302.750,00",,Okt-2025,,,,,,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774394,1
,15,ALLIANZ CAPITAL PROTECTED FUND 67,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.000,6172","0,01%",-,"0,05%",-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774400,1
,16,ALLIANZ FIXED INCOME FUND 2,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.725,3669","0,10%","-0,22%","0,18%","-0,62%","2,31%","6,13%","10,14%","9,86%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93.139.608.314,15","53.647.829,95",28-Jun-2016,Okt-2025,,Maks 2.00%,Rp. 100.000,30-Okt-2025,31-Okt-2025,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774406,1
,17,ALLIANZ HIGH DIVIDEND GLOBAL SHARIA EQUITY DOLLAR KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Reksadana Global,"Sharia, ETF",USD,Tidak,"1,301900","-0,30%","1,06%","-0,30%","-0,07%","5,29%","14,09%","9,40%","8,56%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.289.776,54","990.861,52",02-Okt-2023,Okt-2025,,Maks. 3.00% p.a,USD 10.000,30-Okt-2025,31-Okt-2025,01-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774412,1
,18,ALLIANZ HIGH DIVIDEND GLOBAL SHARIA EQUITY DOLLAR KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Reksadana Global,"Sharia, ETF",USD,Tidak,"1,326900","-0,29%","1,09%","-0,29%","0,10%","5,84%","15,33%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.460.331,22","6.388.200,00",,Okt-2025,,,,,,01-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774418,1
,19,ALLIANZ INDO ASIA EQUITY FUND KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.270,9300","0,18%","-0,63%","0,38%","-0,66%","4,79%","6,98%","4,60%","3,75%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.717.200.486,25","21.664.381,08",06-Jan-2017,Okt-2025,,Maks 3.00%,Rp 1.000.000,30-Okt-2025,31-Okt-2025,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774424,1
,20,ALLIANZ INDO ASIA EQUITY FUND KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.257,7200","0,18%","-0,62%","0,39%","-0,59%","5,01%",-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.462.512.101,02","22.497.231,07",,Okt-2025,,,,,,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774430,1
,21,ALLIANZ RUPIAH LIQUID FUND KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pasar Uang,Konvensional,IDR,Tidak,"1.851,0000","0,03%","0,06%","0,05%","0,28%","0,96%","2,21%","4,28%","4,53%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.083.825.876,00","33.636.090,13",09-Jun-2011,Okt-2025,,Maks 1.50%,Rp. 100.000,30-Okt-2025,31-Okt-2025,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774436,1
,22,ALLIANZ RUPIAH LIQUID FUND KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pasar Uang,Konvensional,IDR,Tidak,"1.863,2300","0,03%","0,07%","0,06%","0,35%","1,14%","2,58%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54.364.084.550,00","29.278.931,59",,Okt-2025,,,,,,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774442,1
,23,ALLIANZ SRI KEHATI INDEX FUND,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Saham,Index,IDR,Tidak,"1.075,6000","0,53%","-1,16%","0,46%","-0,63%","3,25%","2,94%","4,95%","3,44%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92.851.541.197,00","85.785.290,01",31-Agt-2017,Okt-2025,,Maks 1.50%,Rp 100.000,30-Okt-2025,31-Okt-2025,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774448,1
,24,ALLIANZ USD FIXED INCOME FUND KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,USD,Tidak,"1,087600","-0,01%","0,06%","0,00%","0,13%","0,56%","1,65%","4,41%","3,91%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.159.230,33","6.598.613,09",02-Okt-2023,Okt-2025,,"Maks. 3,00% p.a",USD 1.000,30-Okt-2025,31-Okt-2025,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774454,1
,25,ALLIANZ USD FIXED INCOME FUND KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,USD,Tidak,"1,100300","-0,01%","0,07%","0,01%","0,26%","0,88%","2,30%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.502.063,97","3.194.100,00",,Okt-2025,,,,,,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774460,1
,26,ALLIANZ USD FIXED INCOME FUND KELAS B2,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,USD,Tidak,"1,088900","-0,01%","0,06%","0,00%","0,23%",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300.092,40","276.472,21",,Okt-2025,,,,,,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774472,1
,27,ALPHA DANA EKUITAS,,"Alpha Aset Manajemen, PT","BANK DANAMON INDONESIA - CUSTODY, Tbk, PT",Saham,Konvensional,IDR,Tidak,"1.146,7279","-0,26%","-0,54%","0,06%","0,07%","3,13%","8,83%","12,95%","12,58%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.012.151.230,27","9.609.507,77",,Okt-2025,,,,,,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774478,1
,28,ALPHA PASAR UANG,,"Alpha Aset Manajemen, PT","BANK DANAMON INDONESIA - CUSTODY, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.106,6553","0,01%","0,06%","0,03%","0,31%","0,94%","1,80%","3,49%","3,76%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.294.325.478,37","12.050.312,72",,Okt-2025,,,,,,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774484,1
,29,ANARGYA SUPERFUND EQUITY GROWTH,,"Anargya Aset Manajemen, PT","KEB Hana Bank Indonesia, PT",Saham,Konvensional,IDR,Tidak,"1.745,6327","0,04%","1,25%","0,00%","9,87%","54,14%","140,26%","198,10%","180,70%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.437.286.207,16","25.450.211,17",11-Okt-2021,Okt-2025,,Maksimum 3%,Rp. 20.000,30-Okt-2025,31-Okt-2025,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774490,1
,30,ANARGYA SUPERGAMA,,"Anargya Aset Manajemen, PT","Bank KB Bukopin, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.122,6516","-0,15%","-0,07%","-0,10%","0,25%","0,92%","1,90%","4,04%","4,06%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.488.953.263,34","24.546.758,97",12-Okt-2020,Okt-2025,,Maks 1%,"Rp 100.000,-",30-Okt-2025,31-Okt-2025,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774496,1
,31,ANARGYA SUPERGROWTH,,"Anargya Aset Manajemen, PT","KEB Hana Bank Indonesia, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.237,1416","-2,06%","-2,62%","-1,87%","-3,15%","-1,42%","2,90%","6,26%","6,29%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.008.750.848,88","40.716.803,65",27-Agt-2021,Okt-2025,,Maks 3.00%,"Rp20,000",30-Okt-2025,31-Okt-2025,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774502,1
,32,ASHMORE DANA BALANCED NUSANTARA,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Campuran,Konvensional,IDR,Tidak,"1.058,0000","0,19%","-0,52%","0,36%","0,14%","2,74%","3,81%","6,19%","5,33%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"360.907.330.803,00","341.603.167,99",25-Nov-2022,Okt-2025,,Maks. 2.5%,"Rp 100.000,-",29-Sep-2024,30-Sep-2024,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774508,1
,33,ASHMORE DANA EKUITAS NUSANTARA,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Saham,Konvensional,IDR,Ya,"1.279,9100","0,28%","-0,65%","0,36%","0,54%","4,36%","5,96%","3,86%","2,23%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.725.782.132.048,00","1.355.607.422,11",11-Feb-2013,Okt-2025,,Maks 3.0%,Rp. 100.000,30-Okt-2025,31-Okt-2025,02-Des-2025,"1.368,9637","0,28%","-0,65%","0,36%","0,54%","4,36%","5,96%","3,86%","2,23%",,,,,"1.369,3600","-1,41%","-0,33%","0,17%","0,82%","1,44%","3,38%","3,24%","-0,47%",,,,,2025-12-03T09:10:56.774514,1
,34,ASHMORE DANA OBLIGASI NUSANTARA KELAS A,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Ya,"1.530,4900","0,11%","-0,83%","-0,36%","-1,65%","0,84%","1,22%","1,87%","1,60%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.634.841.266.710,05","2.335.661.549,49",24-Apr-2013,Okt-2025,,Maks 1.50%,Rp. 100.000,30-Okt-2025,31-Okt-2025,02-Des-2025,"1.921,0856","0,11%","-0,83%","-0,36%","-1,65%","0,84%","1,22%","4,46%","4,18%",,,,,"1.888,0329","-0,29%","-0,43%","-1,06%","-1,29%","0,40%","1,31%","3,91%","3,77%",,,,,2025-12-03T09:10:56.774521,1
,35,ASHMORE DANA OBLIGASI NUSANTARA KELAS B,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Tidak,"994,3600","0,12%","-0,26%","0,21%","-0,56%",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.000.000,00","1.000,00",,Okt-2025,,,,,,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774526,1
,36,ASHMORE DANA OBLIGASI PROVIDENTIA NUSANTARA,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Tidak,"1.059,0000","0,14%","-0,52%","0,28%","-0,74%","1,92%","3,21%","5,15%","4,68%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36.224.513.233,00","33.954.952,21",,Okt-2025,,Maks 3.00%,,30-Jul-2024,31-Jul-2024,02-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2025-12-03T09:10:56.774532,1
,37,ASHMORE DANA OBLIGASI UNGGULAN NUSANTARA KELAS A,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Ya,"1.050,7100","0,09%","-1,02%","-0,29%","-1,86%","-0,79%","1,12%","2,59%","2,10%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.150.359.231.607,00","2.942.476.775,13",30-Okt-2017,Okt-2025,,Maks 1.00%,"Rp. 100.000,- (seratus ribu Rupiah).",30-Okt-2025,31-Okt-2025,02-Des-2025,"1.413,5118","0,09%","-1,02%","-0,29%","-1,86%","-0,79%","1,12%","2,98%","2,49%",,,,,"1.366,9094","-0,43%","-0,86%","-1,22%","-1,36%","-0,91%","0,80%","2,51%","2,18%",,,,,2025-12-03T09:10:56.774538,1
