_empty_0,No,Reksadana,ISIN Code,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Dalam Negeri (%),Luar Negeri (%),Nilai Risiko,Catatan Risiko,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,387,BRI BRAWIJAYA ABADI PENDAPATAN TETAP,IDN000381407,,"BRI Manajemen Investasi, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"1.507,0310","0,10%","0,35%","-0,37%","-0,29%","1,50%","1,66%","-1,09%","1,45%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64.569.676.476,01","42.686.134,34",25-Mar-2019,Agt-2026,,Maks 2%,"Rp 10.000,-",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","4,000",Reksa Dana ini memiliki tingkat risiko menengah.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:10.940119,4
,388,BRI ETF INDONESIA TOP 40,IDN000335908,,"BRI Manajemen Investasi, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Saham,ETF,IDR,Tidak,"422,7743","-0,84%","-3,09%","-1,56%","-1,46%","3,82%","-4,56%","-12,42%","-7,89%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.093.234.741,22","72.400.000,00",23-Apr-2018,Agt-2026,,Maks 3%,1 (satu) Satuan Kreasi,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","8,000",Reksa Dana ini memiliki tingkat risiko tinggi,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:10.940125,4
,389,BRI G20 SHARIA EQUITY FUND DOLLAR,IDN000407806,,"BRI Manajemen Investasi, PT",CITIBANK N. A. - CUSTODY,Reksadana Global,Sharia,USD,Tidak,"1,456400","0,52%","0,85%","-1,10%","-1,74%","0,17%","11,27%","14,87%","16,54%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"934.991,22","633.369,17",26-Nov-2019,Agt-2026,,Maks 3%,USD 10.000,31-Agt-2026,31-Agt-2026,"1,74%","98,26%","8,000",Reksa Dana ini memiliki tingkat risiko tinggi.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:10.940131,4
,390,BRI GAMASTEPS PASAR UANG,IDN000490000,,"BRI Manajemen Investasi, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.177,9794","0,06%","0,15%","0,33%","0,40%","0,75%","1,46%","2,19%","3,46%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.660.793.556.685,66","1.414.558.662,74",02-Sep-2022,Agt-2026,,Maks 1%,"Rp 10.000,- (sepuluh ribu Rupiah).",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","2,000",Reksa Dana ini memiliki tingkat risiko rendah.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:10.940137,4
,391,BRI GEBYAR DANA LIKUID,IDN000042009,,"BRI Manajemen Investasi, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.815,9821","0,05%","0,12%","0,27%","0,37%","0,86%","1,38%","2,01%","3,18%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"486.489.676.617,67","268.625.818,20",12-Apr-2006,Agt-2026,,Max 1.5%,Rp 100.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","2,000",Reksa Dana ini memiliki tingkat risiko rendah.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:10.940143,4
,392,BRI GEBYAR INDONESIA II,IDN000058708,,"BRI Manajemen Investasi, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"3.145,9880","0,08%","0,16%","-0,14%","0,09%","1,64%","0,90%","-1,79%","1,47%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"401.874.908.338,40","127.569.455,21",23-Apr-2008,Agt-2026,,Maks 1%,"Rp 10.000,-",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","4,000",Reksa Dana ini memiliki tingkat risiko menengah,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:10.940149,4
,393,BRI INDEKS SYARIAH,IDN000091808,,"BRI Manajemen Investasi, PT",CITIBANK N. A. - CUSTODY,Saham,"Sharia, Index",IDR,Tidak,"1.816,2600","-1,44%","-3,76%","-3,47%","-2,69%","3,80%","-15,84%","-31,96%","-28,27%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104.634.645.240,32","55.609.536,57",05-Apr-2006,Agt-2026,,Maks 1%,Rp 10.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","8,000",Reksa Dana ini memiliki tingkat risiko tinggi.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:10.940155,4
,394,BRI MAWAR,IDN000023207,,"BRI Manajemen Investasi, PT",CITIBANK N. A. - CUSTODY,Saham,Konvensional,IDR,Tidak,"6.915,0017","-1,13%","-2,92%","-2,11%","-1,24%","2,81%","-10,40%","-15,89%","-5,73%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.188.183.942,96","2.291.668,68",17-Jul-1996,Agt-2026,,Maks 3.00%,Rp 10.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","8,000",Tinggi. Reksa Dana ini memiliki tingkat risiko tinggi.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:10.940162,4
,395,BRI MAWAR EKUITAS PLUS,IDN000197704,,"BRI Manajemen Investasi, PT","Bank Cimb Niaga, Tbk, PT",Saham,Konvensional,IDR,Ya,"752,0704","-1,02%","-3,44%","-2,22%","-1,78%","3,27%","-10,56%","-18,70%","-8,24%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.275.733.637.777,72","1.658.647.328,34",14-Apr-2015,Agt-2026,,Maks 2%,"Rp 100.000,-",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","8,000",Reksa Dana ini memiliki tingkat risiko tinggi.,21-Sep-2026,"838,9235","-1,02%","-3,44%","-2,22%","-1,78%","3,27%","-10,56%","-18,70%","-8,24%",,,,,"854,6781","-0,90%","-3,04%","-1,96%","-1,57%","2,86%","-9,41%","-16,83%","-7,32%",,,,,2026-09-22T13:58:10.940168,4
,396,BRI MAWAR EKUITAS UTAMA,IDN000301207,,"BRI Manajemen Investasi, PT",PT Bank HSBC Indonesia,Saham,Konvensional,IDR,Ya,"703,5000","-1,01%","-3,45%","-2,22%","-1,78%","3,28%","-10,66%","-18,81%","-8,27%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"931.150.371.864,00","1.294.149.934,39",02-Okt-2017,Agt-2026,,Maks 1%,Rp 5.000.000.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","8,000",Reksa Dana ini memiliki tingkat risiko tinggi.,21-Sep-2026,"787,5810","-1,01%","-3,45%","-2,22%","-1,78%","3,28%","-10,66%","-18,81%","-8,27%",,,,,"800,2197","-0,89%","-3,05%","-1,96%","-1,57%","2,87%","-9,50%","-16,92%","-7,35%",,,,,2026-09-22T13:58:10.940174,4
,397,BRI MAWAR FOKUS 10,IDN000096104,,"BRI Manajemen Investasi, PT",CITIBANK N. A. - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.221,7120","-0,72%","-3,01%","-2,43%","-1,71%","6,47%","-6,34%","-12,59%","2,33%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90.917.423.720,04","72.613.616,21",02-Mar-2010,Agt-2026,,Maks 2.00%,Rp 10.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","8,000",Reksa Dana ini memiliki tingkat risiko tinggi.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:10.940180,4
,398,BRI MAWAR KOMODITAS 10,IDN000112109,,"BRI Manajemen Investasi, PT",CITIBANK N. A. - CUSTODY,Saham,Konvensional,IDR,Tidak,"771,3883","-1,10%","-3,18%","-2,57%","-1,43%","3,78%","-10,30%","-17,16%","-6,08%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.541.772.187,99","39.840.921,50",16-Feb-2011,Agt-2026,,Maks 3.00%,Rp 100.000,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","8,000",Reksa Dana ini memiliki tingkat risiko tinggi.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:10.940186,4
,399,BRI MAWAR KONSUMER 10 KELAS A,IDN000112208,,"BRI Manajemen Investasi, PT",CITIBANK N. A. - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.298,1923","-0,98%","-3,69%","-3,15%","-2,39%","4,47%","-8,03%","-16,09%","-5,04%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"157.453.344.166,51","117.468.459,72",16-Feb-2011,Agt-2026,,Maks 3.00%,Rp 10.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","8,000",Reksa Dana ini memiliki tingkat risiko tinggi.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:10.940192,4
,400,BRI MELATI OBLIGASI NEGARA INDONESIA,IDN000298304,,"BRI Manajemen Investasi, PT","Bank Permata, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Ya,"967,0456","0,07%","0,18%","-0,03%","-0,51%","0,18%","-1,37%","-4,15%","-5,22%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"373.920.335.349,20","386.560.545,33",27-Sep-2017,Agt-2026,,Maks 1%,Rp 1.000.000.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","4,000",Reksa Dana ini memiliki tingkat risiko menengah.,21-Sep-2026,"1.459,8648","0,07%","0,18%","-0,03%","-0,51%","0,18%","-1,37%","-3,16%","-2,29%",,,,,"1.370,1025","0,05%","0,12%","-0,02%","-0,36%","0,13%","-0,97%","-2,25%","-1,61%",,,,,2026-09-22T13:58:10.940198,4
Memuat data...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-22T13:58:10.940206,4
,401,BRI MELATI PENDAPATAN TETAP MULTI PLUS,IDN000240702,,"BRI Manajemen Investasi, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"1.707,7990","0,13%","0,32%","-0,29%","-0,08%","1,47%","1,67%","-0,71%","1,06%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"336.314.443.772,36","196.364.491,54",06-Mei-2016,Agt-2026,,Maks 2%,Rp 500.000.000,31-Agt-2026,31-Agt-2026,-,-,-,-,21-Sep-2026,"2.057,1507","0,13%","0,32%","-0,29%","-0,08%","1,47%","1,67%","-0,71%","1,06%",,,,,"1.941,4836","0,12%","0,28%","-0,25%","-0,07%","1,29%","1,47%","-0,62%","0,93%",,,,,2026-09-22T13:58:20.233817,5
,402,BRI MELATI PENDAPATAN TETAP UTAMA,IDN000292605,,"BRI Manajemen Investasi, PT","Bank Permata, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Ya,"996,4602","0,04%","0,20%","0,13%","-0,50%","0,22%","-0,58%","-2,17%","-2,95%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"875.032.822.190,75","879.301.144,03",26-Jul-2017,Agt-2026,,Maks 1%,Rp 50000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","4,000",Reksa Dana ini memiliki tingkat risiko menengah.,21-Sep-2026,"1.638,9845","0,04%","0,20%","0,13%","-0,50%","0,22%","-0,58%","-1,28%","-0,19%",,,,,"1.509,6513","0,03%","0,13%","0,09%","-0,33%","0,14%","-0,39%","-0,84%","-0,11%",,,,,2026-09-22T13:58:20.233840,5
,403,BRI MELATI PENDAPATAN UTAMA,IDN000140506,,"BRI Manajemen Investasi, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"1.973,1329","0,09%","0,37%","0,24%","0,36%","1,05%","-0,80%","-3,61%","-2,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217.069.551.173,33","110.276.683,97",27-Sep-2012,Agt-2026,,Maks 1%,Rp 10.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","4,000",Reksa Dana ini memiliki tingkat risiko menengah.,21-Sep-2026,"2.046,1444","0,09%","0,37%","0,24%","0,36%","2,28%","1,64%","-0,05%","1,57%",,,,,"2.045,5629","0,09%","0,36%","0,23%","0,34%","2,20%","1,59%","-0,07%","1,54%",,,,,2026-09-22T13:58:20.233851,5
,404,BRI MELATI PENDAPATAN UTAMA II,IDN000200300,,"BRI Manajemen Investasi, PT","Bank Mega, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Ya,"1.470,9277","0,11%","-1,79%","-1,91%","-1,47%","-1,08%","-1,33%","-5,53%","-2,73%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"580.707.598.889,28","387.242.964,92",12-Mei-2015,Agt-2026,,Maks 3%,Rp 100.000.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","4,000",Reksa Dana ini memiliki tingkat risiko menengah.,21-Sep-2026,"2.127,7246","0,11%","-1,79%","-1,91%","-1,47%","-1,08%","-1,33%","-4,39%","-1,41%",,,,,"2.026,4760","0,08%","-1,31%","-1,40%","-1,07%","-0,78%","-0,97%","-3,23%","-1,00%",,,,,2026-09-22T13:58:20.233862,5
,405,BRI MELATI PREMIUM DOLLAR,IDN000044906,,"BRI Manajemen Investasi, PT",CITIBANK N. A. - CUSTODY,Pendapatan Tetap,Konvensional,USD,Tidak,"1,409299","-0,02%","0,30%","-0,90%","-0,72%","-2,02%","-1,75%","-3,84%","-3,11%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.984.581,22","1.392.105,43",19-Feb-2007,Agt-2026,,Maks 1.5%,USD 100,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","4,000",Reksa Dana ini memiliki tingkat risiko menengah.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:20.233873,5
,406,BRI MI GOLD ETF SYARIAH,IDN000597408,,"BRI Manajemen Investasi, PT","Bank Cimb Niaga, Tbk, PT",Emas,"Sharia, ETF",IDR,Tidak,"931,3945","-0,67%","0,03%","-1,89%","-4,23%",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.271.929.193,94","4.500.000,00",07-Agt-2026,Agt-2026,,Maks 2% per tahun,,31-Agt-2026,31-Agt-2026,"99,01%","0,00%","8,000",Reksa Dana ini memiliki tingkat risiko tinggi.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:20.233883,5
,407,BRI MI PROTEKSI 100,IDN000549102,,"BRI Manajemen Investasi, PT","Bank Cimb Niaga, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.029,6211","0,05%","0,66%","0,85%","0,90%","2,15%","1,44%","-1,53%","-3,87%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"310.784.542.800,64","304.407.479,87",20-Des-2024,Agt-2026,,Maks. 3% pa,"Rp 5.000.000,-",31-Jul-2026,31-Jul-2026,"100,00%","0,00%","2,000",Reksa Dana ini memiliki tingkat risiko  menengah.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:20.233893,5
,408,BRI MI PROTEKSI 101,IDN000534401,,"BRI Manajemen Investasi, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.010,9408","0,05%","0,11%","0,32%","0,47%","-1,30%","0,14%","-1,45%","0,08%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"503.882.859.218,55","500.001.000,00",03-Sep-2024,Agt-2026,,Maks. 3% pa,Rp. 100.000,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","2,000",Reksa Dana ini memiliki tingkat risiko rendah.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:20.233903,5
,409,BRI MI PROTEKSI 103,IDN000546900,,"BRI Manajemen Investasi, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.026,4967","0,05%","0,11%","0,33%","0,48%","1,45%","0,09%","1,28%","0,08%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.053.905.598.646,09","1.030.051.100,00",20-Okt-2024,Agt-2026,,Maks. 3% pa,"Rp 100,000.00",31-Jul-2026,31-Jul-2026,"100,00%","0,00%","2,000",Reksa Dana ini memiliki tingkat risiko rendah.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:20.233913,5
,410,BRI MI PROTEKSI 104,,,"BRI Manajemen Investasi, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.015,6702","0,05%","0,11%","0,34%","0,50%","-1,20%","0,31%","-1,21%","0,42%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"506.133.573.810,03","500.002.100,00",15-Apr-2025,Agt-2026,,,,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","2,000",Reksa Dana ini memiliki tingkat risiko  menengah.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:20.233924,5
,411,BRI MI PROTEKSI 105,,,"BRI Manajemen Investasi, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.003,6156","0,19%","0,65%","0,78%","-0,75%","0,80%","2,57%","-2,10%","-2,66%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"800.680.095.182,66","804.000.000,00",19-Mar-2025,Agt-2026,,,,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","2,000",Reksa Dana ini memiliki tingkat risiko  menengah.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:20.233934,5
,412,BRI MI PROTEKSI 106,,,"BRI Manajemen Investasi, PT","Bank Cimb Niaga, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.015,0925","0,06%","0,27%","-0,60%","0,56%","0,91%","-1,10%","-2,68%","-4,27%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"737.621.417.244,81","722.325.000,00",17-Apr-2025,Agt-2026,,,,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","2,000",Reksa Dana ini memiliki tingkat risiko  menengah.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:20.233944,5
,413,BRI MI PROTEKSI 108,,,"BRI Manajemen Investasi, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.006,8308","0,04%","0,09%","0,26%","0,39%","-0,98%","0,22%","-0,54%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.205.026.297.517,17","1.200.000.700,00",24-Sep-2025,Agt-2026,,,,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","4,000",Reksa Dana ini memiliki tingkat risiko  menengah.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:20.233954,5
,414,BRI MI PROTEKSI 109,IDN000596608,,"BRI Manajemen Investasi, PT","BANK PEMBANGUNAN DAERAH JAWA TENGAH, PT",Terproteksi,Konvensional,IDR,Tidak,"1.001,2276","0,05%","-0,41%","-0,18%","-0,02%",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100.306.022.454,99","100.001.300,00",11-Agt-2026,Agt-2026,,,,,,-,-,-,-,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:20.233964,5
,415,BRI MI PROTEKSI 110,IDN000596707,,"BRI Manajemen Investasi, PT","Bank Cimb Niaga, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.004,6487","0,05%","0,11%","0,34%","0,46%",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"550.683.170.861,41","550.001.100,00",20-Agt-2026,Agt-2026,,,,,,-,-,-,-,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:20.233975,5
,416,BRI MI PROTEKSI 112,IDN000596301,,"BRI Manajemen Investasi, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.000,6852","0,05%",-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,16-Sep-2026,,,,,,,-,-,-,-,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:20.233986,5
,417,BRI MI PROTEKSI 20 DOLLAR,,,"BRI Manajemen Investasi, PT","Bank Cimb Niaga, Tbk, PT",Terproteksi,Konvensional,USD,Tidak,"0,999100","0,05%","0,11%","-0,93%","-0,79%","0,16%","0,18%","-0,06%","-0,01%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.710.688,78","15.541.000,00",14-Mei-2025,Agt-2026,,,,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","4,000",Reksa Dana ini memiliki tingkat risiko  menengah.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:20.233993,5
,418,BRI MI PROTEKSI 60 RESTRUKTURISASI,IDN000345501,,"BRI Manajemen Investasi, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"896,7323","0,10%","0,19%","0,23%","0,44%","2,44%","3,87%","3,84%","6,24%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47.080.497.584,77","52.623.896,88",30-Agt-2018,Agt-2026,,,,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","4,000",Reksa Dana ini memiliki tingkat risiko menengah.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:20.233999,5
,419,BRI MI PROTEKSI 97,IDN000529203,,"BRI Manajemen Investasi, PT","Bank Cimb Niaga, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.028,1588","0,06%","0,17%","0,36%","0,47%","0,16%","-0,91%","-0,41%","-2,57%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"591.932.882.730,70","577.816.673,12",03-Mei-2024,Agt-2026,,,,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","2,000",Reksa Dana ini memiliki tingkat risiko rendah.,21-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-22T13:58:20.234005,5
