_empty_0,No,Reksadana,ISIN Code,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Dalam Negeri (%),Luar Negeri (%),Nilai Risiko,Catatan Risiko,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,109,BAHANA CENTRUM PROTECTED FUND 227,IDN000504008,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.024,3100","0,02%","0,10%","0,13%","0,47%","1,30%","0,02%","1,01%","0,01%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.125.310.495.055,86","1.100.000.745,54",31-Jul-2023,Agt-2026,,,,,,-,-,-,-,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781113,2
,110,BAHANA CENTRUM PROTECTED FUND 232,IDN000503000,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.018,2100","0,01%","0,10%","0,13%","0,47%","-1,20%","0,11%","-1,42%","0,14%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.240.639.990.625,87","1.220.000.462,37",23-Mei-2023,Agt-2026,,,,,,-,-,-,-,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781118,2
,111,BAHANA CENTRUM PROTECTED FUND 233,IDN000500402,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.017,9700","0,02%","0,11%","0,14%","0,50%","-1,18%","0,21%","-1,31%","0,37%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.158.912.244.778,81","1.140.000.717,75",21-Feb-2023,Agt-2026,,,,,,-,-,-,-,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781122,2
,112,BAHANA CENTRUM PROTECTED FUND 243,IDN000578606,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.030,3600","0,01%","0,09%","0,12%","0,86%","1,51%","2,52%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.039.432.257.279,09","1.010.000.701,87",07-Jan-2026,Agt-2026,,,,,,-,-,-,-,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781127,2
,113,BAHANA CENTRUM PROTECTED FUND 245,IDN000590502,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.016,0600","0,02%","0,12%","0,16%","0,59%",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.283.272.737.777,97","1.265.000.700,00",10-Jun-2026,Agt-2026,,,,,,-,-,-,-,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781132,2
,114,BAHANA CORE PROTECTED FUND USD 1 RESTRUKTURISASI,IDN000328903,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,USD,Tidak,"0,061562","0,01%","0,04%","0,05%","0,19%","0,52%","-65,13%","-65,09%","-65,01%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"594.630,72","9.640.701,48",11-Apr-2018,Agt-2026,,,,,,-,-,-,-,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781137,2
,115,BAHANA CORE PROTECTED FUND USD 2 RESTRUKTURISASI,IDN000331709,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,USD,Tidak,"0,034068","0,00%","0,00%","0,00%","-0,02%","-0,04%","-77,71%","-77,71%","-77,71%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99.663,58","2.918.273,14",04-Jul-2018,Agt-2026,,,,,,-,-,-,-,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781142,2
,116,BAHANA CORE PROTECTED FUND USD 3 RESTRUKTURISASI,IDN000345808,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,USD,Tidak,"0,041313","0,00%","0,00%","0,00%","-0,01%","-0,04%","-74,02%","-74,03%","-74,03%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96.534,57","2.330.970,80",27-Sep-2018,Agt-2026,,,,,,-,-,-,-,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781147,2
,117,BAHANA DANA EKUITAS ANDALAN KELAS G,IDN000033800,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"4.696,5250","0,00%","2,21%","3,06%","3,66%","19,10%","-5,01%","-13,92%","1,72%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.103.785.504,34","3.533.832,61",01-Des-2005,Agt-2026,,Maks 3.00%,Rp.100.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","7,000","Berani menghadapi risiko tinggi dan fluktuasi harga, serta  mengharapkan pertumbuhan tinggi dalam jangka waktu  lima hingga sepuluh tahun.",09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781152,2
,118,BAHANA DANA EKUITAS ANDALAN KELAS S,IDN000455607,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Ya,"885,4430","0,00%","2,21%","3,06%","3,66%","19,10%","-5,02%","-13,92%","-3,35%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"131.229.937.059,72","152.747.012,50",19-Sep-2022,Agt-2026,,,,,,-,-,-,-,09-Sep-2026,"932,3268","0,00%","2,21%","3,06%","3,66%","19,10%","-5,02%","-13,92%","1,77%",,,,,"938,4719","0,00%","2,08%","2,88%","3,45%","17,83%","-4,75%","-13,23%","2,44%",,,,,2026-09-10T13:25:31.781157,2
,119,BAHANA DANA EKUITAS PRIMA,IDN000035201,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"4.273,3800","0,03%","2,30%","3,52%","4,32%","18,50%","-5,12%","-18,57%","16,51%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244.375.023.192,20","59.199.438,57",13-Feb-2006,Agt-2026,,Maks 4.00%,Rp 100.000,31-Agt-2026,31-Agt-2026,"80,00%","20,00%","7,000","Berani menghadapi risiko tinggi dan fluktuasi harga, serta  mengharapkan pertumbuhan tinggi dalam jangka waktu  lima hingga sepuluh tahun.",09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781162,2
,120,BAHANA DANA LIKUID KELAS G,IDN000158607,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"2.005,6000","0,01%","0,09%","0,11%","0,50%","1,15%","1,91%","2,60%","3,97%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.967.480.564.422,79","1.980.482.447,10",16-Apr-2004,Agt-2026,,Maks 2.00%,Rp. 10.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","2,000","Rendah. Menghindari investasi pada instrumen dengan volatilitas tinggi, ingin kestabilan, ingin pendapatan tetap dalam jangka waktu satu hingga dua tahun.",09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781166,2
,121,BAHANA DANA LIKUID KELAS I,IDN000533700,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.114,2600","0,01%","0,10%","0,13%","0,55%","1,30%","2,20%","3,00%","4,55%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.067.091.164,03","19.829.466,59",29-Jul-2024,Agt-2026,,,,,,-,-,-,-,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781170,2
,122,BAHANA E OPTIMA PROTECTED FUND 124,IDN000255007,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.020,4100","0,02%","0,14%","0,15%","-1,24%","-0,29%","-1,63%","-2,93%","-2,67%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101.892.726.608,28","100.000.000,00",16-Nov-2016,Agt-2026,,,,,,-,-,-,-,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781174,2
,123,BAHANA ETF BISNIS 27,IDN000412004,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Saham,"ETF, Index",IDR,Tidak,"542,4438","-0,63%","1,04%","2,51%","3,91%","17,40%","-2,34%","-12,50%","-2,63%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"873.556.664.081,02","1.650.900.000,00",01-Okt-2019,Agt-2026,,"Maks. 3,00% p.a.",,30-Jun-2026,30-Jun-2026,"100,00%","0,00%","7,000",Toleran terhadap investasi dan risiko tinggi namun ingin  menghindari fluktuasi harga dalam jangka waktu tiga  hingga lima tahun.,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781177,2
,124,BAHANA ETF PEFINDO I-GRADE,,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Saham,"ETF, Index",IDR,Tidak,"511,6716","-0,73%","0,76%","3,37%","4,04%","18,53%","-10,01%","-23,50%","-16,98%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.790.344.931,00","21.800.000,00",05-Mar-2025,Agt-2026,,Maks. 3.00% p.a,,29-Des-2025,30-Des-2025,-,-,-,-,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781181,2
,125,BAHANA EXPLORER EQUITY FUND KELAS G,IDN000539103,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"805,0200","0,09%","2,52%","3,53%","4,63%","19,52%","-6,03%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.131.522.637,86","1.455.266,33",05-Jan-2026,Agt-2026,,,,,,-,-,-,-,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781184,2
,126,BAHANA EXPLORER EQUITY FUND KELAS I,IDN000325909,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"962,5400","0,10%","2,56%","3,60%","4,85%","20,23%","-4,92%","-15,40%","18,12%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.572.568.104,40","308.426.140,70",02-Feb-2018,Agt-2026,,,,,,-,-,-,-,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781188,2
,127,BAHANA GEBYAR DANA LIKUID,IDN000481603,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.171,7200","0,02%","0,10%","0,13%","0,49%","1,06%","1,72%","2,36%","3,80%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.403.202.127.632,53","2.908.202.940,13",01-Sep-2022,Agt-2026,,,,,,-,-,-,-,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781192,2
,128,BAHANA GLOBAL HEALTHCARE SHARIA USD EQUITY FUND,IDN000479201,,"Bahana TCW Investment Management, PT",PT Bank HSBC Indonesia,Reksadana Global,Sharia,USD,Tidak,"1,125600","0,12%","-3,01%","-1,78%","-0,63%","5,07%","6,55%","3,52%","13,94%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.685.632,51","1.467.285,37",18-Jul-2022,Agt-2026,,Maks. 2.50% p.a,,30-Jun-2026,30-Jun-2026,"0,00%","100,00%","7,000","Berani menghadapi risiko tinggi dan fluktuasi harga, serta  mengharapkan pertumbuhan tinggi dalam jangka waktu  lima hingga sepuluh tahun.",09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781195,2
,129,BAHANA HIMAYA SYARIAH 2,IDN000502606,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Sharia,IDR,Ya,"1.035,9300","0,02%","0,11%","0,14%","0,04%","0,02%","0,04%","0,18%","0,02%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.427.620.088.116,00","1.380.000.700,82",24-Mar-2023,Agt-2026,,,,,,-,-,-,-,09-Sep-2026,"1.126,9687","0,02%","0,11%","0,14%","0,51%","1,89%","2,86%","3,96%","5,74%",,,,,"1.122,7687","0,01%","0,10%","0,13%","0,47%","1,32%","2,67%","3,71%","5,42%",,,,,2026-09-10T13:25:31.781199,2
,130,BAHANA INCOME STREAM,IDN000203106,,"Bahana TCW Investment Management, PT","Bank Mega, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.473,0271","0,06%","0,54%","-0,10%","1,84%","2,57%","-0,44%","-2,78%","0,24%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"986.093.866.171,62","668.754.166,15",10-Jun-2015,Agt-2026,,,-,30-Mar-2016,,-,-,-,-,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781202,2
,131,BAHANA INDEKS IBPA 35 KELAS G,IDN000539509,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pendapatan Tetap,Index,IDR,Tidak,"1.058,9718","0,06%","0,47%","-0,21%","1,65%","2,53%","-1,00%","-2,69%","0,11%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"152.105.136.398,14","143.338.063,88",06-Agt-2024,Agt-2026,,Max. 3.00% p.a,"Rp10.000,-",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","4,000",Menengah. Toleran terhadap investasi dan risiko tinggi namun ingin menghindari fluktuasi harga dalam jangka waktu tiga hingga lima tahun.,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781206,2
,132,BAHANA INDEKS IDX30 KELAS G,IDN000463809,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Index,IDR,Tidak,"926,9025","-0,57%","1,12%","2,47%","2,77%","15,40%","-1,91%","-10,07%","-1,28%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67.501.965.297,83","74.622.564,34",03-Jan-2022,Agt-2026,,Maksimum 3%,"Rp100.000,-",30-Jun-2026,30-Jun-2026,"100,00%","0,00%","7,000","Berani menghadapi risiko tinggi dan fluktuasi harga, serta  mengharapkan pertumbuhan tinggi dalam jangka waktu  lima hingga sepuluh tahun.",09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781210,2
,133,BAHANA LIKUID PLUS,IDN000301108,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.553,7300","0,02%","0,10%","0,13%","0,50%","1,31%","2,36%","3,22%","4,79%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.957.314.897.633,38","1.261.431.588,62",23-Agt-2017,Agt-2026,,Maks  4.00%,Rp. 10.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","2,000","Rendah. Menghindari investasi pada instrumen dengan volatilitas tinggi, ingin kestabilan, ingin pendapatan tetap dalam jangka waktu satu hingga dua tahun.",09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781213,2
,134,BAHANA LIKUID SYARIAH KELAS G,IDN000432309,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Sharia,IDR,Tidak,"1.307,4300","0,01%","0,10%","0,12%","0,54%","1,41%","2,35%","3,18%","4,73%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"856.952.135.876,57","656.255.331,79",14-Jan-2015,Agt-2026,,Maks 4.00%,"Rp 10,000",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","2,000",Rendah. Toleran terhadap investasi dan risiko tinggi namun ingin menghindari fluktuasi harga dalam jangka waktu tiga hingga lima tahun.,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781216,2
,135,BAHANA LIKUID SYARIAH KELAS S,IDN000190006,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Sharia,IDR,Tidak,"1.791,0800","0,01%","0,10%","0,12%","0,54%","1,42%","2,36%","3,19%","4,74%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"559.635.672.908,66","312.842.233,41",14-Jan-2015,Agt-2026,,Maks 3.00%,Rp.10.000,31-Jul-2026,31-Jul-2026,-,-,"2,000","Menghindari investasi risiko tinggi, ingin kestabilan, ingin  pendapatan tetap dalam jangka waktu satu hingga dua  tahun.",09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781220,2
,136,BAHANA LIQUID USD,IDN000183506,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Konvensional,USD,Tidak,"1,000825","0,01%","0,05%","0,06%","0,24%","0,68%","1,29%","1,79%","2,69%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64.441.000,24","64.271.961,84",27-Agt-2014,Agt-2026,,Maks. 1.00% p.a,USD 1.000 (seribu Dollar Amerika Serikat).,31-Jul-2026,31-Jul-2026,"0,00%","100,00%","2,000","Rendah.  Menghindari investasi pada instrumen dengan volatilitas tinggi, ingin kestabilan, ingin pendapatan tetap dalam jangka waktu satu hingga dua tahun.",09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781223,2
,137,BAHANA MES SYARIAH FUND KELAS A,IDN000466109,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.159,8600","0,06%","0,26%","-0,20%","1,80%","2,99%","1,21%","0,38%","2,99%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"593.175.462,02","510.390,53",17-Feb-2022,Agt-2026,,Maks. 2.00% p.a.,"Rp 10,000",30-Jul-2025,31-Jul-2026,"100,00%","0,00%","4,000",Sedang. Toleran terhadap investasi dan risiko tinggi namun ingin menghindari fluktuasi harga dalam jangka waktu tiga hingga lima tahun.,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781227,2
,138,BAHANA MES SYARIAH FUND KELAS D,IDN000453909,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Ya,"1.009,2600","0,06%","0,26%","-0,20%","1,81%","3,00%","1,22%","0,39%","-3,28%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101.128.867.371,93","100.000.000,00",14-Apr-2022,Agt-2026,,Maksimum 4 %,Rp. 10.000,,,-,-,-,-,09-Sep-2026,,"0,00%",-,-,-,-,-,-,-,,,,,"1.074,2600","0,06%","0,25%","-0,19%","1,69%","2,81%","1,14%","0,36%","2,95%",,,,,2026-09-10T13:25:31.781230,2
,139,BAHANA MES SYARIAH FUND KELAS G,IDN000251709,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.624,5000","0,06%","0,27%","-0,19%","1,86%","3,14%","1,50%","0,77%","3,49%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127.631.408.312,77","78.419.451,72",16-Agt-2016,Agt-2026,,Maks 4.00%,Rp. 10.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","4,000",Sedang. Toleran terhadap investasi dan risiko tinggi namun ingin menghindari fluktuasi harga dalam jangka waktu tiga hingga lima tahun.,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781233,2
,140,BAHANA MES SYARIAH FUND KELAS I,IDN000488202,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Ya,"1.027,2100","0,06%","0,26%","-0,20%","1,51%","2,11%","-0,52%","-1,88%","-0,46%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.855.286.974,52","4.717.205,65",03-Jan-2023,Agt-2026,,Maksimum 2%,"Rp10.000,-",,,-,-,-,-,09-Sep-2026,"1.104,6236","0,06%","0,26%","-0,20%","1,81%","2,99%","3,24%","2,39%","5,06%",,,,,"1.081,4300","0,06%","0,25%","-0,19%","1,72%","2,85%","1,14%","0,34%","2,89%",,,,,2026-09-10T13:25:31.781237,2
,141,BAHANA MES SYARIAH FUND KELAS O,IDN000466307,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.180,1600","0,06%","0,26%","-0,20%","1,80%","2,99%","1,22%","0,38%","2,99%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.216.466.139,28","1.028.693,53",08-Sep-2021,Agt-2026,,Maks. 2.00% p.a.,"Rp 10,000",30-Jul-2025,31-Jul-2026,"100,00%","0,00%","4,000",Sedang. Toleran terhadap investasi dan risiko tinggi namun ingin menghindari fluktuasi harga dalam jangka waktu tiga hingga lima tahun.,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781240,2
,142,BAHANA MES SYARIAH FUND KELAS T,IDN000484409,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.272,9300","0,06%","0,29%","-0,17%","1,93%","3,36%","2,10%","1,68%","5,04%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.180.241.375,89","7.984.117,41",31-Mei-2022,Agt-2026,,"Maksimum 1,5%","Rp10.000.000.000,-",,,-,-,-,-,09-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-10T13:25:31.781244,2
