_empty_0,No,Reksadana,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Last Update,Div NAB,Div 1 Hari,Div 1 Minggu,Div MtD,Div 1 Bulan,Div 3 Bulan,Div 6 Bulan,Div YtD,Div 1 Tahun,Div 3 Tahun,Div 5 Tahun,Div 10 Tahun,Div Inception,Accumulated Div NAB,Accumulated Div 1 Hari (%),Accumulated Div 1 Minggu (%),Accumulated Div MtD (%),Accumulated Div 1 Bulan (%),Accumulated Div 3 Bulan (%),Accumulated Div 6 Bulan (%),Accumulated Div YtD (%),Accumulated Div 1 Tahun (%),Accumulated Div 3 Tahun (%),Accumulated Div 5 Tahun (%),Accumulated Div 10 Tahun (%),Accumulated Div Inception (%),scraped_at,page_number
,13,ALLIANZ CAPITAL PROTECTED FUND 64,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.014,1679","0,02%","0,11%","0,16%","0,50%","-1,40%","0,04%","0,16%","0,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"506.280.192.589,55","500.004.850,00",,Des-2025,,,,,,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184169,1
,14,ALLIANZ CAPITAL PROTECTED FUND 65,,"Allianz Global Investors Asset Management Indonesia, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.019,6274","0,02%","0,11%","0,15%","0,48%","1,42%","0,11%","0,15%","0,22%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78.699.882.122,28","77.302.750,00",,Des-2025,,,,,,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184179,1
,15,ALLIANZ CAPITAL PROTECTED FUND 67,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.005,4064","0,01%","0,09%","0,13%","0,39%",-,-,"0,13%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"425.760.266.750,54","424.003.750,00",,Des-2025,,,,,,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184188,1
,16,ALLIANZ FIXED INCOME FUND 2,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.744,5577","-0,06%","0,00%","0,19%","0,85%","1,56%","5,60%","0,19%","11,83%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109.140.913.350,98","62.681.646,79",28-Jun-2016,Des-2025,,Maks 2.00%,Rp. 100.000,27-Nov-2025,28-Nov-2025,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184198,1
,17,ALLIANZ HIGH DIVIDEND GLOBAL SHARIA EQUITY DOLLAR KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Reksadana Global,"Sharia, ETF",USD,Tidak,"1,325200","-0,42%","0,75%","0,75%","0,98%","2,20%","9,72%","0,75%","12,66%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.360.599,93","1.034.708,11",02-Okt-2023,Des-2025,,Maks. 3.00% p.a,USD 10.000,27-Nov-2025,28-Nov-2025,08-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184207,1
,18,ALLIANZ HIGH DIVIDEND GLOBAL SHARIA EQUITY DOLLAR KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Reksadana Global,"Sharia, ETF",USD,Tidak,"1,353700","-0,42%","0,80%","0,80%","1,16%","2,75%","10,90%","0,80%","12,02%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.576.393,53","6.388.200,00",,Des-2025,,,,,,08-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184217,1
,19,ALLIANZ INDO ASIA EQUITY FUND KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.292,8800","0,01%","0,65%","1,32%","2,19%","4,23%","9,92%","1,32%","7,76%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.095.189.177,92","19.667.221,01",06-Jan-2017,Des-2025,,Maks 3.00%,Rp 1.000.000,27-Nov-2025,28-Nov-2025,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184228,1
,20,ALLIANZ INDO ASIA EQUITY FUND KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.280,5600","0,01%","0,66%","1,35%","2,26%","4,45%","8,87%","1,35%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45.287.670.329,92","35.841.989,57",,Des-2025,,,,,,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184243,1
,21,ALLIANZ RUPIAH LIQUID FUND KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pasar Uang,Konvensional,IDR,Tidak,"1.857,8300","0,01%","0,06%","0,10%","0,30%","0,89%","2,10%","0,10%","4,46%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44.616.605.967,00","24.038.883,06",09-Jun-2011,Des-2025,,Maks 1.50%,Rp. 100.000,27-Nov-2025,28-Nov-2025,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184254,1
,22,ALLIANZ RUPIAH LIQUID FUND KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pasar Uang,Konvensional,IDR,Tidak,"1.871,5100","0,01%","0,07%","0,12%","0,36%","1,08%","2,47%","0,12%","5,27%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54.731.835.888,00","29.278.931,59",,Des-2025,,,,,,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184264,1
,23,ALLIANZ SRI KEHATI INDEX FUND,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Saham,Index,IDR,Tidak,"1.086,2300","-0,35%","0,24%","0,10%","1,44%","5,52%","9,76%","0,10%","7,93%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82.996.087.503,00","76.485.031,28",31-Agt-2017,Des-2025,,Maks 1.50%,Rp 100.000,27-Nov-2025,28-Nov-2025,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184274,1
,24,ALLIANZ USD FIXED INCOME FUND KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,USD,Tidak,"1,091100","0,01%","0,07%","0,10%","0,29%","0,62%","1,41%","0,10%","4,56%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.248.500,28","5.734.376,27",02-Okt-2023,Des-2025,,"Maks. 3,00% p.a",USD 1.000,27-Nov-2025,28-Nov-2025,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184284,1
,25,ALLIANZ USD FIXED INCOME FUND KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,USD,Tidak,"1,105400","0,02%","0,11%","0,14%","0,41%","0,95%","2,07%","0,14%","6,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.524.695,79","3.194.100,00",,Des-2025,,,,,,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184294,1
,26,ALLIANZ USD FIXED INCOME FUND KELAS B2,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,USD,Tidak,"1,093600","0,01%","0,10%","0,13%","0,38%",-,-,"0,13%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"353.067,28","323.367,13",,Des-2025,,,,,,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184305,1
,27,ALPHA DANA EKUITAS,,"Alpha Aset Manajemen, PT","BANK DANAMON INDONESIA - CUSTODY, Tbk, PT",Saham,Konvensional,IDR,Tidak,"1.150,6476","-0,41%","0,55%","0,35%","1,10%","4,22%","8,30%","0,35%","15,41%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.565.809.224,93","4.853.869,03",,Des-2025,,,,,,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184315,1
,28,ALPHA PASAR UANG,,"Alpha Aset Manajemen, PT","BANK DANAMON INDONESIA - CUSTODY, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.109,9730","0,01%","0,04%","0,07%","0,26%","0,85%","1,79%","0,07%","3,70%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.775.932.379,97","7.912.112,35",,Des-2025,,,,,,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184325,1
,29,ANARGYA SUPERFUND EQUITY GROWTH,,"Anargya Aset Manajemen, PT","KEB Hana Bank Indonesia, PT",Saham,Konvensional,IDR,Tidak,"1.769,8770","6,95%","4,76%","5,51%","1,18%","-5,21%","117,64%","5,51%","211,74%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.727.354.338,48","4.010.494,04",11-Okt-2021,Des-2025,,Maksimum 3%,Rp. 20.000,27-Nov-2025,28-Nov-2025,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184335,1
,30,ANARGYA SUPERGAMA,,"Anargya Aset Manajemen, PT","Bank KB Bukopin, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.135,3662","0,00%","-0,03%","0,74%","0,98%","1,57%","2,55%","0,74%","5,19%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109.360.378,35","97.038,13",12-Okt-2020,Des-2025,,Maks 1%,"Rp 100.000,-",27-Nov-2025,28-Nov-2025,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184346,1
,31,ANARGYA SUPERGROWTH,,"Anargya Aset Manajemen, PT","KEB Hana Bank Indonesia, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.252,5506","-0,10%","-0,14%","0,03%","0,26%","-1,89%","2,35%","0,03%","8,27%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.647.584.338,69","10.101.045,65",27-Agt-2021,Des-2025,,Maks 3.00%,"Rp20,000",27-Nov-2025,28-Nov-2025,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184356,1
,32,ASHMORE DANA BALANCED NUSANTARA,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Campuran,Konvensional,IDR,Tidak,"1.072,0900","-0,19%","0,99%","1,21%","2,08%","3,20%","5,79%","1,21%","8,25%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"361.871.324.626,00","341.603.167,99",25-Nov-2022,Des-2025,,Maks. 2.5%,"Rp 100.000,-",29-Sep-2024,30-Sep-2024,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184367,1
,33,ASHMORE DANA EKUITAS NUSANTARA,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Saham,Konvensional,IDR,Ya,"1.350,5300","0,90%","3,58%","4,71%","5,59%","8,65%","17,08%","4,71%","11,48%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.921.803.473.964,00","1.489.989.787,55",11-Feb-2013,Des-2025,,Maks 3.0%,Rp. 100.000,27-Nov-2025,28-Nov-2025,09-Jan-2026,"1.444,4973","0,90%","3,58%","4,71%","5,59%","8,65%","17,08%","4,71%","11,48%",,,,,"1.447,5100","3,55%","4,09%","4,09%","5,28%","9,46%","16,02%","4,09%","10,65%",,,,,2026-01-10T09:08:03.184377,1
,34,ASHMORE DANA OBLIGASI NUSANTARA KELAS A,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Ya,"1.540,3100","-0,13%","-0,11%","-0,51%","0,39%","0,04%","2,48%","-0,51%","6,02%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.186.479.012.211,71","5.933.856.586,87",24-Apr-2013,Des-2025,,Maks 1.50%,Rp. 100.000,27-Nov-2025,28-Nov-2025,09-Jan-2026,"2.033,9589","-0,13%","-0,11%","-0,51%","0,39%","1,12%","5,15%","-0,51%","11,53%",,,,,"1.970,3899","-0,04%","-0,18%","-0,18%","0,32%","1,56%","4,06%","-0,18%","8,65%",,,,,2026-01-10T09:08:03.184388,1
,35,ASHMORE DANA OBLIGASI NUSANTARA KELAS B,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Tidak,"1.006,7000","-0,13%","-0,10%","0,07%","0,98%",-,-,"0,07%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54.804.302.362,67","54.475.687,80",,Des-2025,,,,,,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184399,1
,36,ASHMORE DANA OBLIGASI PROVIDENTIA NUSANTARA,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Tidak,"1.053,6400","-0,20%","-0,08%","-1,57%","-0,70%","0,08%","3,29%","-1,57%","6,81%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35.396.791.413,00","33.066.057,97",,Des-2025,,Maks 3.00%,,30-Jul-2024,31-Jul-2024,09-Jan-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-10T09:08:03.184408,1
,37,ASHMORE DANA OBLIGASI UNGGULAN NUSANTARA KELAS A,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Ya,"1.056,4300","0,02%","-0,08%","-0,31%","0,13%","-1,45%","1,02%","-0,31%","3,52%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.155.305.016.650,00","2.977.404.804,46",30-Okt-2017,Des-2025,,Maks 1.00%,"Rp. 200.000,- (seratus ribu Rupiah).",27-Nov-2025,28-Nov-2025,09-Jan-2026,"1.489,5561","0,02%","-0,08%","-0,31%","0,13%","-0,49%","3,49%","-0,31%","8,50%",,,,,"1.418,7698","-0,06%","-0,15%","-0,15%","0,10%","-0,16%","2,55%","-0,15%","6,23%",,,,,2026-01-10T09:08:03.184419,1
