_empty_0,No,Reksadana,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Last Update,Div NAB,Div 1 Hari,Div 1 Minggu,Div MtD,Div 1 Bulan,Div 3 Bulan,Div 6 Bulan,Div YtD,Div 1 Tahun,Div 3 Tahun,Div 5 Tahun,Div 10 Tahun,Div Inception,Accumulated Div NAB,Accumulated Div 1 Hari (%),Accumulated Div 1 Minggu (%),Accumulated Div MtD (%),Accumulated Div 1 Bulan (%),Accumulated Div 3 Bulan (%),Accumulated Div 6 Bulan (%),Accumulated Div YtD (%),Accumulated Div 1 Tahun (%),Accumulated Div 3 Tahun (%),Accumulated Div 5 Tahun (%),Accumulated Div 10 Tahun (%),Accumulated Div Inception (%),scraped_at,page_number
,1,ABF INDONESIA BOND INDEX FUND,,"Bahana TCW Investment Management, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,"ETF, Index",IDR,Tidak,"59.926,7424","0,15%","0,27%","1,00%","1,00%","2,44%","5,99%","11,23%","11,23%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.831.906.176.691,00","131.999.944,56",25-Mei-2005,Nov-2025,,Maks 0.30%,Rp 1.000.000,27-Nov-2025,28-Nov-2025,30-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-02T09:10:15.556787,1
,2,ALLIANZ ALPHA SECTOR ROTATION KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.518,4200","-0,01%","0,51%","0,79%","0,79%","5,49%","9,85%","2,65%","2,65%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112.691.893.132,37","74.801.565,40",18-Agt-2010,Nov-2025,,Maks 3.00%,Rp. 100.000,27-Nov-2025,28-Nov-2025,30-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-02T09:10:15.556809,1
,3,ALLIANZ ALPHA SECTOR ROTATION KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.567,1300","0,00%","0,57%","1,07%","1,07%","6,34%","11,64%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78.645.727.999,05","50.723.204,43",,Nov-2025,,,,,,30-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-02T09:10:15.556821,1
,4,ALLIANZ CAPITAL PROTECTED FUND 50,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.007,9038","0,02%","0,13%","0,57%","0,57%","-0,87%","0,73%","1,47%","1,47%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103.436.845.768,85","103.210.000,00",,Nov-2025,,,,,,30-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-02T09:10:15.556831,1
,5,ALLIANZ CAPITAL PROTECTED FUND 53,,"Allianz Global Investors Asset Management Indonesia, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,IDR,Tidak,"997,2400","0,02%","0,14%","-2,63%","-2,63%","-1,53%","0,23%","0,48%","0,48%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"153.633.479.366,00","150.000.000,00",,Nov-2025,,,,,,30-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-02T09:10:15.556840,1
,6,ALLIANZ CAPITAL PROTECTED FUND 55,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.028,7449","0,01%","0,10%","0,42%","0,42%","-0,56%","0,63%","1,25%","1,25%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"512.203.899.896,82","500.000.000,00",,Nov-2025,,,,,,30-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-02T09:10:15.556849,1
,7,ALLIANZ CAPITAL PROTECTED FUND 57,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.012,1808","0,02%","0,12%","0,54%","0,54%","-1,45%","0,06%","0,41%","0,41%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"158.567.388.237,92","157.500.000,00",,Nov-2025,,,,,,30-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-02T09:10:15.556859,1
,8,ALLIANZ CAPITAL PROTECTED FUND 58,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.012,4322","0,01%","0,09%","0,41%","0,41%","-1,14%","-0,09%","0,06%","0,06%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"756.222.046.234,54","750.000.000,00",,Nov-2025,,,,,,30-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-02T09:10:15.556868,1
,9,ALLIANZ CAPITAL PROTECTED FUND 60,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Permata, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.001,8179","0,02%","0,12%","0,55%","0,55%","-1,29%","0,26%","0,52%","0,52%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199.265.259.583,02","200.000.000,00",,Nov-2025,,,,,,30-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-02T09:10:15.556878,1
,10,ALLIANZ CAPITAL PROTECTED FUND 61,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.019,6408","0,02%","0,11%","0,51%","0,51%","1,45%","0,01%","-0,13%","-0,13%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"608.728.603.745,94","600.022.000,00",,Nov-2025,,,,,,30-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-02T09:10:15.556889,1
,11,ALLIANZ CAPITAL PROTECTED FUND 62,,"Allianz Global Investors Asset Management Indonesia, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.013,3461","0,02%","0,11%","0,51%","0,51%","-1,37%","0,05%","0,11%","0,11%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"504.483.332.755,04","500.361.000,00",,Nov-2025,,,,,,30-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-02T09:10:15.556898,1
,12,ALLIANZ CAPITAL PROTECTED FUND 63,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.012,8666","0,02%","0,11%","0,53%","0,53%","-1,45%","0,02%","0,05%","0,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"503.789.428.635,84","500.006.750,00",,Nov-2025,,,,,,30-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-02T09:10:15.556908,1
,13,ALLIANZ CAPITAL PROTECTED FUND 64,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.012,5506","0,02%","0,11%","0,51%","0,51%","-1,42%","0,02%","0,05%","0,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"503.692.815.026,44","500.004.850,00",,Nov-2025,,,,,,30-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-02T09:10:15.556918,1
,14,ALLIANZ CAPITAL PROTECTED FUND 65,,"Allianz Global Investors Asset Management Indonesia, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.018,0735","0,02%","0,11%","0,49%","0,49%","1,41%","0,10%","0,22%","0,22%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78.315.087.207,47","77.302.750,00",,Nov-2025,,,,,,30-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-02T09:10:15.556928,1
,15,ALLIANZ CAPITAL PROTECTED FUND 67,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.004,1427","0,01%","0,09%","0,40%","0,40%",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"424.054.061.418,20","424.003.750,00",,Nov-2025,,,,,,30-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-02T09:10:15.556937,1
,16,ALLIANZ FIXED INCOME FUND 2,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.741,1941","0,17%","0,26%","1,10%","1,10%","2,67%","5,95%","11,15%","11,15%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104.202.197.770,43","60.503.512,34",28-Jun-2016,Nov-2025,,Maks 2.00%,Rp. 100.000,27-Nov-2025,28-Nov-2025,30-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-02T09:10:15.556946,1
,17,ALLIANZ HIGH DIVIDEND GLOBAL SHARIA EQUITY DOLLAR KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Reksadana Global,"Sharia, ETF",USD,Tidak,"1,315400","-0,07%","-0,16%","0,74%","0,74%","2,80%","9,43%","10,54%","10,54%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.348.302,20","1.031.508,29",02-Okt-2023,Nov-2025,,Maks. 3.00% p.a,USD 10.000,27-Nov-2025,28-Nov-2025,30-Des-2025,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-01-02T09:10:15.556955,1
