_empty_0,No,Reksadana,ISIN Code,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Dalam Negeri (%),Luar Negeri (%),Nilai Risiko,Catatan Risiko,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,138,BAHANA MES SYARIAH FUND KELAS D,IDN000453909,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Ya,"1.009,0400","-0,02%","0,26%","-0,22%","1,55%","2,82%","1,22%","0,36%","-3,50%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101.128.867.371,93","100.000.000,00",14-Apr-2022,Agt-2026,,Maksimum 4 %,Rp. 10.000,,,-,-,-,-,10-Sep-2026,,"0,00%",-,-,-,-,-,-,-,,,,,"1.074,0400","-0,02%","0,24%","-0,21%","1,45%","2,65%","1,15%","0,34%","2,72%",,,,,2026-09-11T13:23:28.518993,2
,139,BAHANA MES SYARIAH FUND KELAS G,IDN000251709,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.624,1800","-0,02%","0,27%","-0,21%","1,60%","2,97%","1,51%","0,75%","3,25%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127.631.408.312,77","78.419.451,72",16-Agt-2016,Agt-2026,,Maks 4.00%,Rp. 10.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","4,000",Sedang. Toleran terhadap investasi dan risiko tinggi namun ingin menghindari fluktuasi harga dalam jangka waktu tiga hingga lima tahun.,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.518999,2
,140,BAHANA MES SYARIAH FUND KELAS I,IDN000488202,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Ya,"1.027,0000","-0,02%","0,26%","-0,22%","1,26%","1,94%","-0,51%","-1,91%","-0,68%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.855.286.974,52","4.717.205,65",03-Jan-2023,Agt-2026,,Maksimum 2%,"Rp10.000,-",,,-,-,-,-,10-Sep-2026,"1.104,3977","-0,02%","0,26%","-0,22%","1,55%","2,82%","3,25%","2,37%","4,82%",,,,,"1.081,2200","-0,02%","0,25%","-0,21%","1,47%","2,69%","1,15%","0,32%","2,66%",,,,,2026-09-11T13:23:28.519005,2
,141,BAHANA MES SYARIAH FUND KELAS O,IDN000466307,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.179,9100","-0,02%","0,26%","-0,22%","1,55%","2,82%","1,22%","0,36%","2,76%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.216.466.139,28","1.028.693,53",08-Sep-2021,Agt-2026,,Maks. 2.00% p.a.,"Rp 10,000",30-Jul-2025,31-Jul-2026,"100,00%","0,00%","4,000",Sedang. Toleran terhadap investasi dan risiko tinggi namun ingin menghindari fluktuasi harga dalam jangka waktu tiga hingga lima tahun.,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519012,2
,142,BAHANA MES SYARIAH FUND KELAS T,IDN000484409,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.272,7100","-0,02%","0,29%","-0,18%","1,67%","3,18%","2,10%","1,67%","4,80%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.180.241.375,89","7.984.117,41",31-Mei-2022,Agt-2026,,"Maksimum 1,5%","Rp10.000.000.000,-",,,-,-,-,-,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519018,2
,143,BAHANA MONEY MARKET ENDOWMENT FUND,IDN000514007,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.137,7300","0,02%","0,11%","0,15%","0,47%","1,29%","2,37%","3,22%","4,67%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47.231.783.137,98","41.576.644,26",03-Jan-2024,Agt-2026,,Maks 4%,"Rp10.000,-",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","1,000","Menghindari investasi risiko tinggi, ingin kestabilan, ingin  pendapatan tetap dalam jangka waktu satu hingga dua  tahun.",10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519025,2
,144,BAHANA OBLIGASI GANESHA KELAS D,IDN000447703,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"982,3300","-0,04%","0,12%","-0,17%","0,54%","0,53%","-2,99%","-4,37%","-4,58%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.245.047.668.343,31","1.265.317.232,40",14-Mei-2004,Agt-2026,,Maks 2.00%,Rp. 100.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","3,000","Menghindari investasi risiko tinggi, ingin kestabilan, ingin  pendapatan tetap dalam jangka waktu satu hingga dua  tahun.",10-Sep-2026,"1.092,7251","-0,04%","0,12%","-0,17%","1,00%","1,83%","2,44%","1,82%","3,31%",,,,,"1.060,1940","-0,04%","0,11%","-0,16%","0,93%","1,70%","-0,52%","-1,08%","0,32%",,,,,2026-09-11T13:23:28.519056,2
,145,BAHANA OBLIGASI GANESHA KELAS G,IDN000008000,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"4.454,7900","-0,04%","0,12%","-0,17%","0,50%","0,36%","-3,39%","-4,93%","-5,49%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.808.660.151.771,51","405.321.496,44",13-Mei-2004,Agt-2026,,Maks  2.00%,Rp. 100.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","3,000","Menghindari investasi risiko tinggi, ingin kestabilan, ingin  pendapatan tetap dalam jangka waktu satu hingga dua  tahun.",10-Sep-2026,"4.947,8740","-0,04%","0,12%","-0,17%","1,00%","1,83%","3,04%","2,43%","3,92%",,,,,"4.776,0800","-0,04%","0,11%","-0,16%","0,93%","1,71%","-0,53%","-1,10%","0,32%",,,,,2026-09-11T13:23:28.519069,2
,146,BAHANA OBLIGASI GANESHA KELAS I,IDN000488103,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"1.036,3800","-0,04%","0,15%","-0,13%","0,66%","0,80%","-2,63%","-3,92%","-4,06%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"459.113.529.852,91","442.421.695,32",20-Sep-2022,Agt-2026,,Maks 2%,Rp 100.000.000,,,-,-,-,-,10-Sep-2026,"1.177,9772","-0,04%","0,15%","-0,13%","1,12%","2,19%","3,77%","3,42%","5,37%",,,,,"1.134,7320","-0,04%","0,13%","-0,12%","1,02%","2,01%","0,13%","-0,18%","1,63%",,,,,2026-09-11T13:23:28.519077,2
,147,BAHANA OBLIGASI KEHATI LESTARI KELAS G,IDN000046208,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"2.961,3600","-0,10%","0,18%","-0,37%","1,05%","2,60%","0,01%","-1,90%","0,56%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"162.940.050.774,14","54.816.150,08",16-Apr-2007,Agt-2026,,Maks 3.00%,Rp. 100.000.-,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","4,000",Sedang. Toleran terhadap investasi dan risiko tinggi namun ingin menghindari fluktuasi harga dalam jangka waktu tiga hingga lima tahun.,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519084,2
,148,BAHANA OPTIMA BALANCE FUND KELAS G,,,"Bahana TCW Investment Management, PT","KEB Hana Bank Indonesia, PT",Campuran,Konvensional,IDR,Tidak,"1.025,0700","-0,09%","0,03%","-0,20%","0,98%","2,34%",-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.272.512.387,61","10.000.960,00",22-Mei-2026,Agt-2026,,,,,,-,-,-,-,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519090,2
,149,BAHANA OVANTIS PROTECTED FUND 244,IDN000581501,,"Bahana TCW Investment Management, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.007,0900","0,01%","0,08%","0,12%","0,37%","-0,56%","0,56%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"502.948.323.760,82","500.000.915,08",25-Feb-2026,Agt-2026,,,,,,-,-,-,-,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519096,2
,150,BAHANA PASAR UANG AMANAH ABADI SYARIAH,IDN000480209,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Sharia,IDR,Tidak,"1.185,5400","0,01%","0,10%","0,14%","0,43%","1,24%","2,23%","2,96%","4,29%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"275.212.238.140,25","232.465.520,79",15-Jul-2022,Agt-2026,,,,29-Sep-2025,30-Sep-2025,-,-,-,-,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519102,2
,151,BAHANA PENDAPATAN TETAP ABADI 2,IDN000009404,,"Bahana TCW Investment Management, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Ya,"2.727,1000","-0,13%","0,29%","-0,27%","1,27%","1,05%","-1,76%","-4,10%","-3,44%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.451.357.730.453,00","530.731.413,16",10-Feb-2004,Agt-2026,,"1,50%",Rp 10.000.000,30-Mar-2016,,-,-,-,-,10-Sep-2026,"3.030,2532","-0,13%","0,29%","-0,27%","1,27%","6,04%","3,09%","1,63%","4,15%",,,,,"2.930,2779","-0,12%","0,27%","-0,26%","1,18%","2,51%","-0,18%","-1,53%","0,83%",,,,,2026-09-11T13:23:28.519109,2
,152,BAHANA PENDAPATAN TETAP MAKARA PRIMA KELAS D,,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Ya,"1.003,7233","-0,05%","0,00%","-0,31%","0,27%","-0,34%","-2,92%","-2,65%","-2,31%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"735.218.259.402,72","730.246.905,19",24-Jun-2025,Agt-2026,,,,,,-,-,-,-,10-Sep-2026,,"0,00%",-,-,-,-,-,-,-,,,,,"1.030,2897","-0,05%","0,00%","-0,30%","0,26%","-0,33%","-2,85%","-2,59%","0,28%",,,,,2026-09-11T13:23:28.519115,2
,153,BAHANA PENDAPATAN TETAP REGULAR,IDN000293800,,"Bahana TCW Investment Management, PT","Bank Permata, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"954,6200","-0,03%","0,23%","-0,09%","0,48%","1,06%","-3,28%","-4,78%","-4,55%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"450.592.578.815,99","471.571.793,10",25-Jul-2017,Agt-2026,,,,,,-,-,-,-,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519121,2
,154,BAHANA PENDAPATAN TETAP SYARIAH GENERASI GEMILANG KELAS G,IDN000275906,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.642,6400","-0,05%","-0,04%","-0,41%","0,13%","0,42%","-1,37%","-0,89%","1,59%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"376.741.843.485,73","228.406.683,80",13-Jan-2017,Agt-2026,,Maks 4.00%,Rp 100.000,31-Jul-2026,31-Jul-2026,-,-,"4,000","Menghindari investasi risiko tinggi, ingin kestabilan, ingin pendapatan tetap dalam jangka waktu satu hingga dua tahun",10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519128,2
,155,BAHANA PENDAPATAN TETAP SYARIAH GENERASI GEMILANG KELAS I,IDN000577004,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Ya,"960,2800","-0,05%","-0,03%","-0,39%","-0,26%","-0,75%","-3,76%","-4,17%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.143.311.132,88","52.014.460,40",15-Des-2025,Agt-2026,,,,,,-,-,-,-,10-Sep-2026,"991,6602","-0,05%","-0,03%","-0,39%","0,20%","0,17%","-1,53%","-1,04%",-,,,,,"991,8800","-0,05%","-0,02%","-0,38%","0,20%","0,16%","-1,51%","-1,02%","0,00%",,,,,2026-09-11T13:23:28.519134,2
,156,BAHANA PENDAPATAN TETAP UTAMA,IDN000523800,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"973,9200","-0,10%","0,19%","-0,18%","0,84%","1,08%","-2,41%","-4,51%","-3,67%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150.240.539.505,33","153.989.171,21",15-Jul-2020,Agt-2026,,,,,,-,-,-,-,10-Sep-2026,"1.066,5690","-0,10%","0,19%","-0,18%","1,36%","2,63%","0,06%","-1,15%","1,89%",,,,,"1.064,3325","-0,09%","0,18%","-0,16%","1,24%","1,94%","0,00%","-1,13%","1,79%",,,,,2026-09-11T13:23:28.519140,2
,157,BAHANA PREMIER FIXED INCOME FUND,IDN000435708,,"Bahana TCW Investment Management, PT","KEB Hana Bank Indonesia, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.441,2500","-0,08%","0,33%","-0,18%","1,13%","2,67%","0,25%","-0,88%","2,54%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88.271.054.097,81","61.134.706,88",15-Jun-2020,Agt-2026,,,,,,-,-,-,-,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519146,2
,158,BAHANA PREMIUM PROTECTED FUND USD 3 RESTRUKTURISASI,IDN000312709,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,USD,Tidak,"0,028054","0,00%","0,00%","-0,01%","-0,01%","-0,02%","-80,80%","-80,81%","-80,81%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97.198,88","3.456.122,66",27-Apr-2018,Agt-2026,,,,,,-,-,-,-,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519152,2
,159,BAHANA PRIMAVERA 99 KELAS A,IDN000434701,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.278,2500","-1,34%","-0,70%","1,64%","3,51%","12,87%","-7,09%","-12,43%","-1,19%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"213.239.536.323,26","169.549.373,71",13-Apr-2020,Agt-2026,,,,,,-,-,-,-,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519158,2
,160,BAHANA PRIMAVERA 99 KELAS G,IDN000434602,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.187,9200","-1,34%","-0,70%","1,64%","3,50%","12,86%","-7,09%","-12,43%","-1,19%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47.285.555.074,97","40.457.180,66",14-Sep-2014,Agt-2026,,Maks 4.00%,"Rp. 100,000",31-Agt-2026,31-Agt-2026,"10,00%","0,00%","7,000","Berani menghadapi risiko tinggi dan fluktuasi harga, serta  mengharapkan pertumbuhan tinggi dalam jangka waktu  lima hingga sepuluh tahun.",10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519164,2
,161,BAHANA PRIMAVERA 99 KELAS S,IDN000180601,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.234,0800","-1,34%","-0,65%","1,70%","3,71%","13,53%","-5,99%","-11,09%","0,87%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.249.623.675.289,91","1.029.828.629,99",05-Sep-2014,Agt-2026,,Maks 4.00%,"Rp. 100.000,- (seratus ribu rupiah).",29-Sep-2020,30-Sep-2020,-,-,-,-,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519171,2
,162,BAHANA PRIMAVERA PLUS,IDN000158706,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"13.502,0200","-1,39%","-0,25%","3,03%","5,30%","17,29%","-3,00%","-6,63%","11,08%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42.455.237.820,17","3.239.532,67",06-Agt-1996,Agt-2026,,Maks 3.00%,Rp 100.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","7,000","Berani menghadapi risiko tinggi dan fluktuasi harga, serta  mengharapkan pertumbuhan tinggi dalam jangka waktu  lima hingga sepuluh tahun.",10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519177,2
,163,BAHANA PRIME INCOME FUND,IDN000211208,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"2.558,1600","-0,01%","0,19%","-0,15%","2,03%","2,75%","-0,05%","-0,92%","3,29%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.894.919.561.685,43","739.658.667,16",03-Agt-2015,Agt-2026,,,-,30-Mar-2016,,-,-,-,-,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519183,2
,164,BAHANA PROGRESSIVE INCOME FUND KELAS DANA ABADI PUNDI PUNDI PL,,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"989,2600","-0,11%","0,15%","-0,11%","0,93%","2,10%","0,30%","-1,28%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.163.365.592,51","1.174.688,04",13-Nov-2025,Agt-2026,,,,,,-,-,-,-,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519189,2
,165,BAHANA PROGRESSIVE INCOME FUND KELAS G,IDN000204302,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"2.096,2400","-0,11%","0,16%","-0,10%","0,98%","2,24%","0,58%","-0,89%","1,92%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.710.338.769,91","6.057.559,97",31-Jul-2015,Agt-2026,,Maksimum 4%,"Rp100.000,-",29-Sep-2025,30-Sep-2025,-,-,-,-,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519195,2
,166,BAHANA PROGRESSIVE INCOME FUND KELAS HUMANUSIA,IDN000582905,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"1.005,3500","-0,11%","0,17%","-0,08%","1,03%","2,39%",-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.006.162.776,64","1.000.000,00",24-Apr-2026,Agt-2026,,,,,,-,-,-,-,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519201,2
,167,BAHANA PROGRESSIVE PROTECTED FUND 176 RESTRUKTURISASI,IDN000364304,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,IDR,Tidak,"1.258,5600","-0,14%","0,04%","-0,17%","1,14%","3,52%","3,29%","3,90%","8,10%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.953.598.476,00","12.654.653,87",19-Mar-2019,Agt-2026,,,,,,-,-,-,-,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519208,2
,168,BAHANA PROGRESSIVE PROTECTED FUND 178 RESTRUKTURISASI,IDN000364502,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,IDR,Tidak,"1.048,6800","-0,15%","0,03%","-0,19%","1,20%","3,72%","3,43%","4,07%","8,55%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.599.691.303,00","50.063.811,18",27-Nov-2018,Agt-2026,,,,,,-,-,-,-,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519214,2
,169,BAHANA PROGRESSIVE PROTECTED FUND 188,IDN000409208,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,IDR,Tidak,"910,2200","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.550.698,00","20.277,82",30-Okt-2019,Agt-2026,,,,,,-,-,-,-,10-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-11T13:23:28.519220,2
,170,BAHANA PROGRESSIVE PROTECTED FUND 196,IDN000414604,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,IDR,Ya,"424,0500","0,00%","0,01%","0,02%","0,05%","0,16%","-0,02%","0,10%","-0,04%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42.885.523.859,00","101.150.000,00",26-Des-2019,Agt-2026,,,,,,-,-,-,-,10-Sep-2026,"426,9418","0,00%","0,01%","0,02%","0,05%","0,16%","0,32%","0,45%","0,64%",,,,,"426,9288","0,00%","0,01%","0,02%","0,05%","0,16%","0,32%","0,44%","0,64%",,,,,2026-09-11T13:23:28.519226,2
,171,BAHANA PROGRESSIVE PROTECTED FUND 199 RESTRUKTURISASI,IDN000424801,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,IDR,Ya,"422,5000","0,00%","0,01%","0,02%","0,05%","0,14%","-0,07%","0,04%","-0,14%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38.200.991.558,00","90.430.000,00",10-Feb-2020,Agt-2026,,,,,,-,-,-,-,10-Sep-2026,"425,4478","0,00%","0,01%","0,02%","0,05%","0,14%","0,28%","0,39%","0,56%",,,,,"425,4362","0,00%","0,01%","0,02%","0,05%","0,14%","0,27%","0,38%","0,56%",,,,,2026-09-11T13:23:28.519232,2
